,sweep_1,sweep_2,sweep_3,sweep_4,sweep_5
114,-3.9625e-05,0.0001875625,0.0002346875,-0.0001704375,0.0001665625
115,2.2875e-05,0.0002813125,0.0003596875,-0.0002641875,0.0001978125
116,-8.375e-06,0.0003438125,0.0005159375,-0.0002329375,0.0002603125
117,2.2875e-05,0.0002813125,0.0004846875,-0.0002016875,0.0001978125
118,-0.000227125,0.0001250625,0.0004221875,-0.0001079375,0.0001353125
119,-0.000289625,0.0001875625,0.0003596875,-0.0001391875,0.0001353125
120,-0.000258375,0.0002500625,0.0004221875,-1.41875e-05,0.0002290625
121,-7.0875e-05,0.0004375625,0.0004534375,-1.41875e-05,0.0002603125
122,0.000116625,0.0003750625,0.0004534375,-4.54375e-05,0.0002290625
123,8.5375e-05,9.38125e-05,0.0002971875,-7.66875e-05,0.0001978125
124,-3.9625e-05,6.25625e-05,0.0002971875,-0.0002016875,0.0001040625
125,-0.000164625,0.0001250625,0.0004846875,-0.0002641875,4.15625e-05
126,-0.000164625,0.0001875625,0.0005471875,-0.0002954375,0.0001040625
127,-0.000102125,0.0003125625,0.0004846875,-0.0001079375,0.0001978125
128,-8.375e-06,0.0002188125,0.0004221875,4.83125e-05,0.0001978125
129,5.4125e-05,0.0001875625,0.0002659375,-0.0001079375,7.28125e-05
130,-0.000102125,0.0001875625,0.0003284375,-0.0001704375,0.0001353125
131,-0.000195875,0.0002813125,0.0004221875,-0.0003579375,0.0001040625
132,-3.9625e-05,0.0003438125,0.0004221875,-0.0002641875,0.0001040625
133,8.5375e-05,0.0003750625,0.0003909375,-0.0002329375,0.0002290625
134,-8.375e-06,0.0002500625,0.0003596875,-0.0001391875,0.0002290625
135,-0.000164625,0.0001563125,0.0003596875,-0.0001079375,0.0001978125
136,-0.000289625,0.0001250625,0.0003909375,-7.66875e-05,0.0001040625
137,-0.000227125,0.0002500625,0.0004534375,-0.0001079375,0.0001040625
138,2.2875e-05,0.0001875625,0.0003284375,-0.0002016875,0.0001040625
139,0.000179125,0.0002188125,0.0002659375,-0.0001704375,0.0002603125
140,8.5375e-05,0.0002500625,0.0002659375,-0.0001079375,0.0003228125
141,-3.9625e-05,0.0003438125,0.0002971875,-7.66875e-05,0.0002603125
142,-0.000164625,0.0002813125,0.0004221875,-0.0001079375,0.0001978125
143,-0.000133375,0.0002500625,0.0004534375,-0.0001391875,0.0001040625
144,-3.9625e-05,0.0002500625,0.0004221875,-0.0001391875,1.03125e-05
145,-7.0875e-05,0.0002813125,0.0002659375,-0.0001391875,7.28125e-05
146,5.4125e-05,0.0003438125,0.0002346875,-0.0001391875,0.0001978125
147,-7.0875e-05,0.0001875625,0.0002971875,-0.0001391875,0.0001665625
148,-0.000195875,0.0001875625,0.0002971875,-0.0002641875,0.0001353125
149,-0.000133375,0.0001875625,0.0003596875,-0.0001704375,7.28125e-05
150,-7.0875e-05,0.0002188125,0.0003596875,-1.41875e-05,0.0001665625
151,-0.000102125,0.0002813125,0.0003284375,-4.54375e-05,0.0001665625
152,-7.0875e-05,0.0001563125,0.0002659375,-7.66875e-05,0.0002603125
153,-0.000102125,0.0002188125,0.0002971875,-0.0002954375,0.0001353125
154,-7.0875e-05,0.0003125625,0.0003284375,-0.0002641875,1.03125e-05
155,-0.000102125,0.0002500625,0.0003284375,-0.0003266875,1.03125e-05
156,-0.000133375,0.0003438125,0.0003596875,-0.0001704375,0.0001040625
157,-0.000133375,0.0003125625,0.0003909375,-1.41875e-05,0.0002290625
158,-7.0875e-05,0.0002188125,0.0004534375,-4.54375e-05,0.0003228125
159,-3.9625e-05,0.0001250625,0.0004846875,-0.0001391875,0.0003228125
160,-7.0875e-05,0.0001875625,0.0003284375,-0.0002329375,7.28125e-05
161,-7.0875e-05,0.0001875625,0.0002971875,-0.0002016875,-8.34375e-05
162,-0.000133375,0.0002813125,0.0003284375,-0.0002016875,7.28125e-05
163,-0.000102125,0.0002188125,0.0003596875,-0.0001079375,0.0001665625
164,-3.9625e-05,0.0001250625,0.0003284375,-4.54375e-05,0.0002915625
165,-3.9625e-05,0.0001563125,0.0002659375,-0.0001079375,0.0002915625
166,-0.000102125,0.0002188125,0.0003596875,-0.0002954375,7.28125e-05
167,-0.000227125,0.0003125625,0.0002971875,-0.0001391875,-0.0001459375
168,-7.0875e-05,0.0004375625,0.0003284375,-4.54375e-05,1.03125e-05
169,-7.0875e-05,0.0002188125,0.0003909375,-7.66875e-05,0.0001978125
170,-3.9625e-05,0.0002188125,0.0004534375,-0.0002016875,0.0003853125
171,-0.000164625,0.0001875625,0.0003284375,-0.0002641875,0.0003853125
172,-0.000195875,0.0001875625,0.0003596875,-0.0002954375,0.0001665625
173,-0.000133375,0.0002188125,0.0003284375,-0.0002016875,7.28125e-05
174,-0.000102125,0.0002500625,0.0002971875,-0.0001079375,1.03125e-05
175,-0.000164625,0.0002813125,0.0003596875,1.70625e-05,0.0001353125
176,-0.000102125,0.0003438125,0.0003596875,-0.0001704375,0.0001665625
177,-7.0875e-05,0.0004375625,0.0004221875,-0.0002016875,0.0001978125
178,-0.000102125,0.0003125625,0.0004221875,-0.0002954375,0.0001665625
179,-0.000102125,0.0002500625,0.0002659375,-0.0002329375,0.0001665625
180,-7.0875e-05,0.0001875625,0.0002346875,-0.0002016875,0.0001040625
181,-7.0875e-05,9.38125e-05,0.0002659375,-0.0002641875,0.0001040625
182,-3.9625e-05,0.0002500625,0.0003596875,-0.0001391875,0.0001040625
183,-0.000133375,0.0003438125,0.0002971875,-0.0001704375,0.0001978125
184,-7.0875e-05,0.0003125625,0.0002659375,-0.0001704375,0.0001665625
185,-3.9625e-05,0.0003438125,0.0003909375,-0.0002329375,0.0001040625
186,-3.9625e-05,0.0002188125,0.0003284375,-0.0002329375,7.28125e-05
187,-0.000164625,0.0001563125,0.0001721875,-0.0001704375,7.28125e-05
188,-0.000164625,0.0001250625,0.0002971875,-7.66875e-05,0.0001978125
189,-0.000102125,0.0001875625,0.0003284375,-4.54375e-05,0.0002603125
190,2.2875e-05,0.0003438125,0.0003596875,-0.0001704375,0.0001353125
191,2.2875e-05,0.0003438125,0.0003284375,-0.0002016875,0.0001040625
192,-0.000102125,0.0001875625,0.0003284375,-0.0001079375,-0.0001146875
193,-0.000227125,9.38125e-05,0.0002659375,-0.0001391875,1.03125e-05
194,-0.000195875,0.0001875625,0.0001409375,-0.0003266875,0.0001353125
195,-0.000227125,0.0003438125,0.0003909375,-0.0002329375,0.0002603125
196,-0.000164625,0.0003438125,0.0003596875,-0.0001079375,0.0002290625
197,-0.000102125,0.0003125625,0.0003909375,-4.54375e-05,0.0002290625
198,-3.9625e-05,0.0001875625,0.0003909375,-0.0001391875,1.03125e-05
199,-3.9625e-05,0.0002500625,0.0003909375,-0.0003266875,-8.34375e-05
200,-7.0875e-05,0.0001875625,0.0002659375,-0.0003266875,7.28125e-05
201,-0.000133375,0.0002500625,0.0003284375,-0.0002016875,0.0003228125
202,-0.000227125,0.0002500625,0.0003596875,-4.54375e-05,0.0002290625
203,-0.000164625,0.0001875625,0.0003596875,-0.0001079375,0.0001040625
204,-7.0875e-05,0.0002813125,0.0002346875,-4.54375e-05,1.03125e-05
205,-0.000102125,0.0002188125,0.0002346875,-0.0001704375,-5.21875e-05
206,-7.0875e-05,0.0002188125,0.0002346875,-0.0003266875,1.03125e-05
207,-0.000133375,0.0002500625,0.0002971875,-0.0002954375,0.0001353125
208,-0.000227125,0.0002813125,0.0003596875,-0.0002329375,0.0002290625
209,-0.000133375,0.0002500625,0.0003596875,-7.66875e-05,0.0002290625
210,-3.9625e-05,0.0002500625,0.0002346875,-4.54375e-05,1.03125e-05
211,8.5375e-05,0.0002188125,0.0001721875,-7.66875e-05,-8.34375e-05
212,-3.9625e-05,0.0002188125,0.0002659375,-0.0002329375,4.15625e-05
213,-0.000164625,0.0002500625,0.0002659375,-0.0002641875,0.0001353125
214,-0.000195875,0.0002188125,0.0002971875,-0.0001391875,0.0001665625
215,-0.000195875,0.0001875625,0.0003284375,-0.0001704375,0.0001353125
216,-7.0875e-05,0.0001875625,0.0003909375,-0.0002016875,7.28125e-05
217,-8.375e-06,0.0002188125,0.0002971875,-0.0002016875,0.0001353125
218,-3.9625e-05,0.0003438125,0.0001096875,-0.0002329375,0.0001353125
219,-0.000102125,0.0001875625,4.71875e-05,-0.0001704375,0.0001665625
220,-0.000227125,0.0001875625,0.0001096875,-0.0002329375,0.0001978125
221,-0.000164625,0.0002188125,0.0002659375,-0.0002329375,0.0001353125
222,-0.000102125,0.0002500625,0.0001721875,-0.0002016875,4.15625e-05
223,-3.9625e-05,0.0003438125,0.0002971875,-7.66875e-05,1.03125e-05
224,-8.375e-06,0.0002813125,0.0002346875,-7.66875e-05,0.0001040625
225,-7.0875e-05,0.0001875625,0.0001409375,-0.0001704375,0.0002603125
226,-0.000164625,0.0002500625,0.0002659375,-0.0002016875,0.0002603125
227,-0.000164625,0.0002188125,0.0003909375,-0.0002329375,0.0001978125
228,-0.000133375,0.0002500625,0.0003596875,-0.0002016875,0.0001040625
229,8.5375e-05,0.0003125625,0.0002971875,-0.0001391875,4.15625e-05
230,-8.375e-06,0.0003125625,0.0002346875,-0.0002016875,4.15625e-05
231,-0.000164625,0.0002813125,0.0001409375,-0.0001391875,0.0001040625
232,-0.000164625,0.0002188125,0.0001721875,-0.0001704375,0.0002603125
233,-0.000195875,0.0001875625,0.0002971875,-0.0001391875,0.0001978125
234,-7.0875e-05,0.0001563125,0.0004221875,-0.0002016875,7.28125e-05
235,-8.375e-06,0.0002500625,0.0003909375,-0.0001391875,0.0001040625
236,-7.0875e-05,0.0004375625,0.0002346875,-0.0001704375,1.03125e-05
237,-0.000352125,0.0004688125,7.84375e-05,-0.0002016875,0.0001040625
238,-0.000352125,0.0003750625,7.84375e-05,-0.0002016875,0.0001978125
239,-0.000164625,0.0001563125,0.0001721875,-0.0001704375,0.0002603125
240,-3.9625e-05,9.38125e-05,0.0003596875,-0.0001704375,0.0001978125
241,-8.375e-06,0.0002500625,0.0003284375,-0.0001391875,0.0001040625
242,-8.375e-06,0.0004688125,0.0001096875,-4.54375e-05,-8.34375e-05
243,5.4125e-05,0.0004375625,4.71875e-05,-7.66875e-05,-0.0001146875
244,-7.0875e-05,0.0003750625,0.0002346875,-0.0001391875,0.0001040625
245,-0.000133375,0.0002188125,0.0003284375,-0.0002016875,0.0001353125
246,-0.000102125,0.0001563125,0.0003909375,-0.0001079375,0.0001978125
247,-7.0875e-05,0.0002813125,0.0002971875,-0.0001079375,0.0001353125
248,-8.375e-06,0.0003438125,0.0001409375,-7.66875e-05,4.15625e-05
249,-7.0875e-05,0.0003438125,7.84375e-05,-7.66875e-05,1.03125e-05
250,-7.0875e-05,0.0002813125,1.59375e-05,-0.0001391875,0.0001353125
251,-7.0875e-05,0.0001875625,7.84375e-05,-0.0002641875,0.0001665625
252,-3.9625e-05,0.0002188125,0.0001721875,-0.0002329375,0.0002290625
253,-8.375e-06,0.0002500625,0.0003596875,-0.0001704375,0.0001353125
254,-0.000133375,0.0004375625,0.0003284375,-0.0002016875,0.0001040625
255,-0.000133375,0.0003750625,0.0002346875,-0.0001079375,-8.34375e-05
256,-0.000164625,0.0002813125,0.0001409375,-0.0001391875,-0.0001146875
257,-8.375e-06,9.38125e-05,0.0002346875,-0.0002641875,4.15625e-05
258,-3.9625e-05,3.13125e-05,0.0003284375,-0.0001704375,0.0002603125
259,-0.000164625,0.0001563125,0.0001721875,-0.0001079375,0.0002603125
260,-0.000227125,0.0004375625,0.0001096875,-4.54375e-05,0.0001665625
261,-0.000164625,0.0005313125,0.0001409375,-7.66875e-05,4.15625e-05
262,-3.9625e-05,0.0004375625,0.0001721875,-0.0002016875,4.15625e-05
263,5.4125e-05,0.0001563125,0.0001721875,-0.0001704375,0.0001665625
264,-8.375e-06,9.38125e-05,0.0002659375,-4.54375e-05,0.0002290625
265,-0.000133375,0.0003125625,0.0003284375,-7.66875e-05,0.0002603125
266,-0.000102125,0.0005313125,0.0002346875,-7.66875e-05,0.0001353125
267,-7.0875e-05,0.0003750625,0.0002346875,-0.0002016875,-8.34375e-05
268,-0.000102125,0.0002500625,0.0001721875,-0.0002329375,-8.34375e-05
269,-0.000102125,0.0001563125,0.0001409375,-0.0001704375,7.28125e-05
270,-0.000102125,0.0001875625,0.0001409375,-0.0001391875,0.0002290625
271,-0.000133375,0.0004688125,0.0002659375,-7.66875e-05,0.0002290625
272,-0.000102125,0.0005625625,0.0003909375,-7.66875e-05,0.0001040625
273,-0.000102125,0.0005313125,0.0004221875,-4.54375e-05,4.15625e-05
274,-7.0875e-05,0.0003438125,0.0002659375,-0.0001391875,-0.0001459375
275,-3.9625e-05,0.0001875625,4.71875e-05,-0.0002329375,-5.21875e-05
276,-0.000133375,9.38125e-05,-4.65625e-05,-0.0002329375,0.0001665625
277,-0.000164625,0.0002500625,0.0002346875,-0.0001079375,0.0001665625
278,-0.000133375,0.0004375625,0.0003909375,-4.54375e-05,0.0001040625
279,-3.9625e-05,0.0003750625,0.0004534375,-7.66875e-05,4.15625e-05
280,-0.000133375,0.0002813125,0.0003596875,-4.54375e-05,7.28125e-05
281,-0.000133375,0.0002500625,7.84375e-05,-4.54375e-05,0.0001978125
282,-0.000227125,0.0002500625,-1.53125e-05,-7.66875e-05,0.0001665625
283,-0.000195875,0.0004063125,0.0001096875,-7.66875e-05,7.28125e-05
284,-3.9625e-05,0.0003125625,0.0003909375,-4.54375e-05,-5.21875e-05
285,-8.375e-06,0.0002500625,0.0004846875,-0.0002016875,-8.34375e-05
286,5.4125e-05,0.0002500625,0.0004221875,-0.0001704375,1.03125e-05
287,-0.000102125,0.0003125625,0.0001721875,-4.54375e-05,0.0001665625
288,-0.000227125,0.0003438125,-0.0001403125,4.83125e-05,0.0001353125
289,-0.000289625,0.0003438125,1.59375e-05,0.0001420625,7.28125e-05
290,-0.000133375,0.0002188125,0.0002659375,4.83125e-05,1.03125e-05
291,-3.9625e-05,0.0002188125,0.0004221875,-7.66875e-05,-8.34375e-05
292,-7.0875e-05,0.0002500625,0.0004534375,-0.0002016875,1.03125e-05
293,-0.000164625,0.0002500625,0.0002971875,-0.0002329375,0.0001978125
294,-0.000164625,0.0003438125,7.84375e-05,-4.54375e-05,0.0001665625
295,-0.000102125,0.0003750625,7.84375e-05,4.83125e-05,4.15625e-05
296,2.2875e-05,0.0004375625,0.0002971875,-4.54375e-05,-8.34375e-05
297,-8.375e-06,0.0003438125,0.0003284375,-0.0001391875,-0.0001459375
298,-0.000133375,0.0003125625,0.0003909375,-0.0002329375,4.15625e-05
299,-0.000227125,0.0002188125,0.0002346875,-0.0001704375,0.0002290625
300,-0.000164625,0.0003750625,0.0001721875,4.83125e-05,0.0001665625
301,-0.000102125,0.0003750625,0.0002659375,-1.41875e-05,1.03125e-05
302,-3.9625e-05,0.0003438125,0.0003909375,-1.41875e-05,-0.0002396875
303,-0.000133375,0.0002500625,0.0004534375,1.70625e-05,-0.0001459375
304,-0.000164625,0.0002813125,0.0003284375,-0.0001079375,0.0001665625
305,-0.000102125,0.0001875625,0.0002971875,-0.0002016875,0.0001978125
306,-0.000164625,0.0002813125,0.0001721875,-0.0001079375,0.0001978125
307,-7.0875e-05,0.0004063125,0.0002659375,-4.54375e-05,0.0001040625
308,-3.9625e-05,0.0004375625,0.0003909375,0.0001108125,1.03125e-05
309,-0.000102125,0.0004375625,0.0003909375,7.95625e-05,-5.21875e-05
310,-0.000195875,0.0003125625,0.0002971875,-1.41875e-05,0.0001353125
311,-0.000352125,0.0002500625,0.0002346875,-0.0002641875,0.0001665625
312,-0.000258375,0.0001250625,0.0001409375,-0.0002954375,0.0001040625
313,-7.0875e-05,0.0003125625,0.0002346875,-0.0001704375,0.0001040625
314,-3.9625e-05,0.0005313125,0.0002346875,7.95625e-05,4.15625e-05
315,-0.000133375,0.0006563125,0.0002971875,0.0001108125,4.15625e-05
316,-0.000195875,0.0003438125,0.0002659375,-4.54375e-05,0.0001353125
317,-0.000227125,9.38125e-05,0.0001721875,-0.0001391875,0.0001665625
318,-0.000164625,3.13125e-05,0.0001096875,-0.0002329375,0.0001978125
319,-0.000102125,0.0003125625,0.0001409375,-0.0001079375,0.0001978125
320,-3.9625e-05,0.0004688125,0.0002659375,4.83125e-05,7.28125e-05
321,-0.000133375,0.0005313125,0.0003909375,1.70625e-05,4.15625e-05
322,-0.000195875,0.0002813125,0.0003596875,-0.0001391875,4.15625e-05
323,-0.000133375,9.38125e-05,0.0002659375,-0.0002016875,0.0001665625
324,-0.000164625,9.38125e-05,4.71875e-05,-0.0002016875,0.0001353125
325,-0.000164625,0.0003125625,4.71875e-05,-1.41875e-05,4.15625e-05
326,-0.000195875,0.0005313125,0.0002971875,7.95625e-05,4.15625e-05
327,-3.9625e-05,0.0005938125,0.0005159375,-4.54375e-05,0.0001665625
328,8.5375e-05,0.0005000625,0.0003284375,-0.0001079375,0.0002290625
329,-3.9625e-05,0.0002188125,0.0002346875,-0.0001704375,0.0001978125
330,-0.000133375,0.0001250625,7.84375e-05,-0.0001704375,4.15625e-05
331,-0.000227125,0.0002500625,0.0001096875,-1.41875e-05,1.03125e-05
332,-0.000195875,0.0004688125,0.0002659375,4.83125e-05,4.15625e-05
333,-0.000133375,0.0005000625,0.0002971875,-7.66875e-05,0.0001040625
334,-0.000102125,0.0003438125,0.0002971875,-0.0001391875,0.0001353125
335,-0.000102125,0.0002500625,0.0002971875,-7.66875e-05,0.0001665625
336,-0.000133375,0.0002500625,0.0001409375,-4.54375e-05,7.28125e-05
337,-0.000133375,0.0003125625,0.0001096875,7.95625e-05,0.0001040625
338,2.2875e-05,0.0003125625,0.0002971875,1.70625e-05,7.28125e-05
339,-3.9625e-05,0.0002500625,0.0002971875,7.95625e-05,7.28125e-05
340,-3.9625e-05,0.0004063125,0.0003596875,-4.54375e-05,0.0001665625
341,-0.000133375,0.0003750625,0.0002659375,-0.0001079375,1.03125e-05
342,-0.000102125,0.0004063125,0.0001096875,-0.0001079375,0.0001353125
343,-3.9625e-05,0.0001875625,0.0001721875,1.70625e-05,0.0001665625
344,2.2875e-05,0.0001875625,0.0003284375,7.95625e-05,0.0001978125
345,-8.375e-06,0.0002813125,0.0003284375,0.0001108125,0.0001040625
346,-0.000164625,0.0004688125,0.0003909375,4.83125e-05,7.28125e-05
347,-0.000258375,0.0005313125,0.0003909375,-0.0001079375,0.0001040625
348,-0.000133375,0.0004688125,0.0002971875,-4.54375e-05,0.0001040625
349,-8.375e-06,0.0002188125,4.71875e-05,-0.0001079375,0.0001040625
350,5.4125e-05,9.38125e-05,0.0001409375,-0.0001704375,0.0002290625
