,sweep_1,sweep_2,sweep_3,sweep_4,sweep_5
1044,0.001491625,0.0013750625,0.0012034375,0.0013608125,0.0011040625
1045,0.001647875,0.0011875625,0.0011721875,0.0012983124,0.0010728125
1046,0.001616625,0.0010938125,0.0012346875,0.0014545625,0.0011665625
1047,0.001460375,0.0011875625,0.0012971875,0.0016108125,0.0012915625
1048,0.001397875,0.0013750625,0.0014534375,0.0016108125,0.0012290624
1049,0.001522875,0.0014375625,0.0014846876,0.0014858125,0.0011353125
1050,0.001679125,0.0014375625,0.0014221875,0.0014233125,0.0012603125
1051,0.001679125,0.0013125625,0.0013909375,0.0013608125,0.0012915625
1052,0.001554125,0.0012188125,0.0013909375,0.0014545625,0.0013853125
1053,0.001491625,0.0012188125,0.0013909375,0.0016420624,0.0013853125
1054,0.001554125,0.0013125625,0.0014846876,0.0017045625,0.0013228125
1055,0.001647875,0.0015000625,0.0014221875,0.0017670625,0.0012603125
1056,0.001772875,0.0015625625,0.0013596875,0.0015795626,0.0012915625
1057,0.001804125,0.0015313125,0.0014221875,0.0015795626,0.0013228125
1058,0.001679125,0.0015938125,0.0013909375,0.0015795626,0.0014478125
1059,0.001679125,0.0015000625,0.0015784375,0.0016733125,0.0014478125
1060,0.001647875,0.0013750625,0.0016409375,0.0017983125,0.0014478125
1061,0.001866625,0.0015313125,0.0016721875,0.0016733125,0.0013540625
1062,0.001866625,0.0016875624,0.0016409375,0.0016420624,0.0013228125
1063,0.001929125,0.0016563125,0.0015159375,0.0016420624,0.0013228125
1064,0.001960375,0.0015000625,0.0013596875,0.0017670625,0.0015103125
1065,0.001960375,0.0014375625,0.0014846876,0.0019233125,0.0016040625
1066,0.001960375,0.0015000625,0.0016409375,0.0018920625,0.0016978125
1067,0.001929125,0.0017500625,0.0017971875,0.0017983125,0.0016040625
1068,0.001897875,0.0018125625,0.0018284376,0.0018295625,0.0014478125
1069,0.002022875,0.0017188125,0.0017971875,0.0018295625,0.0015415625
1070,0.002085375,0.0016250625,0.0016721875,0.0019233125,0.0016040625
1071,0.002022875,0.0016875624,0.0015784375,0.0019858126,0.0017603125
1072,0.001960375,0.0017188125,0.0015784375,0.0021108126,0.0016353125
1073,0.001929125,0.0018750625,0.0017346875,0.0019858126,0.0015728126
1074,0.001960375,0.0020625624,0.0017971875,0.0017983125,0.0015103125
1075,0.002147875,0.0018438125,0.0017971875,0.0018295625,0.0016353125
1076,0.002272875,0.0016250625,0.0017659375,0.0018608125,0.0016040625
1077,0.002179125,0.0015313125,0.0018284376,0.0020170624,0.0017290625
1078,0.002022875,0.0016875624,0.0019221875,0.0020795625,0.0017603125
1079,0.002054125,0.0018750625,0.0018909374,0.0021108126,0.0017290625
1080,0.002210375,0.0021250625,0.0017659375,0.0020170624,0.0017603125
1081,0.002272875,0.0020938125,0.0018284376,0.0021108126,0.0017290625
1082,0.002304125,0.0018750625,0.0020159376,0.0020170624,0.0018228125
1083,0.002147875,0.0016875624,0.0020471874,0.0019858126,0.0018540625
1084,0.002085375,0.0017188125,0.0020159376,0.0020483125,0.0017290625
1085,0.002022875,0.0018750625,0.0019221875,0.0020483125,0.0017915625
1086,0.002179125,0.0021250625,0.0017971875,0.0021108126,0.0018853125
1087,0.002335375,0.0021563126,0.0018596875,0.0022358126,0.0018853125
1088,0.002304125,0.0018750625,0.0020159376,0.0021420624,0.0018853125
1089,0.002335375,0.0017500625,0.0021409376,0.0020795625,0.0018540625
1090,0.002335375,0.0020000625,0.0021096875,0.0021420624,0.0017915625
1091,0.002304125,0.0020625624,0.0020159376,0.0021420624,0.0018540625
1092,0.002272875,0.0021563126,0.0019534375,0.0022358126,0.0019790626
1093,0.002397875,0.0020000625,0.0020471874,0.0022358126,0.0018853125
1094,0.002397875,0.0019375625,0.0020784375,0.0022670624,0.0019478125
1095,0.002304125,0.0018750625,0.0021721874,0.0023295626,0.0018853125
1096,0.002366625,0.0021563126,0.0022034375,0.0023608124,0.0020103124
1097,0.002429125,0.0022813126,0.0021721874,0.0023295626,0.0020415625
1098,0.002460375,0.0023125624,0.0020471874,0.0021733125,0.0019478125
1099,0.002522875,0.0022188125,0.0021721874,0.0021108126,0.0019790626
1100,0.002585375,0.0021250625,0.0022346876,0.0022358126,0.0018853125
1101,0.002491625,0.0020625624,0.0022971875,0.0023295626,0.0020728125
1102,0.002335375,0.0020938125,0.0022659374,0.0023920625,0.0020728125
1103,0.002304125,0.0022188125,0.0022659374,0.0023920625,0.0022290626
1104,0.002460375,0.0022188125,0.0022034375,0.0023920625,0.0021353124
1105,0.002741625,0.0021875624,0.0022034375,0.0024233125,0.0019478125
1106,0.002804125,0.0021250625,0.0022346876,0.0023608124,0.0019478125
1107,0.002585375,0.0022500625,0.0022971875,0.0024858124,0.0020103124
1108,0.002429125,0.0023750626,0.0022346876,0.0025170625,0.0021978125
1109,0.002491625,0.0023750626,0.0023596876,0.0023920625,0.0023853125
1110,0.002460375,0.0022813126,0.0023909374,0.0024858124,0.0023853125
1111,0.002522875,0.0022813126,0.0024846876,0.0027045624,0.0022290626
1112,0.002710375,0.0022500625,0.0023596876,0.0026420625,0.0021353124
1113,0.002804125,0.0024063124,0.0022659374,0.0024233125,0.0021665625
1114,0.002772875,0.0024688125,0.0023909374,0.0023920625,0.0022290626
1115,0.002647875,0.0024688125,0.0023909374,0.0025170625,0.0023853125
1116,0.002710375,0.0024063124,0.0024221875,0.0026420625,0.0023540624
1117,0.002710375,0.0023438125,0.0025159374,0.0026108124,0.0023540624
1118,0.002741625,0.0024063124,0.0024846876,0.0026420625,0.0022915625
1119,0.002679125,0.0026250626,0.0023596876,0.0026420625,0.0022603124
1120,0.002804125,0.0026250626,0.0024846876,0.0026420625,0.0022603124
1121,0.002897875,0.0024375624,0.0025784376,0.0026733126,0.0023540624
1122,0.002991625,0.0023438125,0.0025159374,0.0027358124,0.0024165625
1123,0.002835375,0.0022813126,0.0024846876,0.0027358124,0.0024165625
1124,0.002710375,0.0024688125,0.0024846876,0.0027670625,0.0023853125
1125,0.002741625,0.0027188126,0.0025159374,0.0026108124,0.0023540624
1126,0.002866625,0.0028438126,0.0026096874,0.0024858124,0.0024165625
1127,0.002929125,0.0027813124,0.0027346874,0.0026108124,0.0025103125
1128,0.002897875,0.0026250626,0.0026721875,0.0028608125,0.0026040624
1129,0.002866625,0.0025625625,0.0027346874,0.0029233126,0.0024478126
1130,0.002991625,0.0025625625,0.0026409375,0.0028608125,0.0022603124
1131,0.003022875,0.0028125625,0.0025784376,0.0027358124,0.0023540624
1132,0.002929125,0.0028750624,0.0027034376,0.0027670625,0.0024790624
1133,0.002866625,0.0028125625,0.0027034376,0.0027670625,0.0026040624
1134,0.002929125,0.0025938125,0.0026721875,0.0028920625,0.0026353125
1135,0.002991625,0.0023750626,0.0026409375,0.0029233126,0.0025415625
1136,0.002897875,0.0026250626,0.0027346874,0.0028295624,0.0024165625
1137,0.002929125,0.0028125625,0.0026721875,0.0027983126,0.0024790624
1138,0.002897875,0.0029688126,0.0026409375,0.0029233126,0.0025103125
1139,0.003054125,0.0029688126,0.0026721875,0.0029858125,0.0026353125
1140,0.003147875,0.0028438126,0.0028284376,0.0029233126,0.0026353125
1141,0.003272875,0.0028438126,0.0028596874,0.0028920625,0.0026665626
1142,0.003054125,0.0029063125,0.0027659375,0.0028295624,0.0026978124
1143,0.003054125,0.0029375625,0.0026096874,0.0028920625,0.0026353125
1144,0.003085375,0.0028438126,0.0027971875,0.0030483124,0.0025103125
1145,0.003179125,0.0028438126,0.0028909375,0.0029858125,0.0026353125
1146,0.003085375,0.0027188126,0.0029846875,0.0030170626,0.0026665626
1147,0.003147875,0.0028750624,0.0028909375,0.0030170626,0.0026353125
1148,0.003304125,0.0030313125,0.0028596874,0.0030170626,0.0025728126
1149,0.003335375,0.0031250624,0.0028909375,0.0029545624,0.0026353125
1150,0.003116625,0.0030000624,0.0027971875,0.0029545624,0.0027290625
1151,0.003054125,0.0029063125,0.0028909375,0.0030483124,0.0027603125
1152,0.003085375,0.0030000624,0.0029846875,0.0029545624,0.0027603125
1153,0.003304125,0.0030313125,0.0029846875,0.0029858125,0.0027915626
1154,0.003429125,0.0029375625,0.0028909375,0.0031420626,0.0028540625
1155,0.003397875,0.0029688126,0.0027346874,0.0032358125,0.0027290625
1156,0.003210375,0.0029375625,0.0027346874,0.0032045625,0.0027290625
1157,0.003147875,0.0030938126,0.0030159375,0.0029545624,0.0027603125
1158,0.003272875,0.0032188124,0.0031721876,0.0029233126,0.0029478124
1159,0.003429125,0.0032188124,0.0031096875,0.0030170626,0.0030103126
1160,0.003460375,0.0031563125,0.0029221876,0.0032045625,0.0029790625
1161,0.003429125,0.0030625626,0.0029221876,0.0032045625,0.0029165626
1162,0.003366625,0.0030313125,0.0029534374,0.0032358125,0.0028853125
1163,0.003304125,0.0031563125,0.0029846875,0.0031420626,0.0029478124
1164,0.003366625,0.0032500625,0.0031409375,0.0030795624,0.0029478124
1165,0.003366625,0.0033438124,0.0032346875,0.0031420626,0.0029165626
1166,0.003429125,0.0032500625,0.0032659376,0.0032670626,0.0027915626
1167,0.003429125,0.0030938126,0.0032346875,0.0033295625,0.0029478124
1168,0.003522875,0.0029688126,0.0031721876,0.0032670626,0.0030103126
1169,0.003522875,0.0032188124,0.0030784374,0.0031420626,0.0031353126
1170,0.003491625,0.0033750625,0.0032034374,0.0030795624,0.0030415624
1171,0.003491625,0.0032813125,0.0032659376,0.0032983124,0.0029790625
1172,0.003460375,0.0032188124,0.0033284375,0.0034233124,0.0029478124
1173,0.003522875,0.0032500625,0.0032346875,0.0034233124,0.0030728125
1174,0.003585375,0.0032188124,0.0032034374,0.0033920626,0.0031040625
1175,0.003647875,0.0031875626,0.0032659376,0.0032045625,0.0029790625
1176,0.003554125,0.0032188124,0.0033909376,0.0032045625,0.0029790625
1177,0.003491625,0.0032500625,0.0034846875,0.0033295625,0.0030103126
1178,0.003616625,0.0033438124,0.0033284375,0.0035483125,0.0031665624
1179,0.003647875,0.0033438124,0.0032034374,0.0035795625,0.0032915624
1180,0.003616625,0.0034375626,0.0033284375,0.0033295625,0.0032915624
1181,0.003554125,0.0033438124,0.0034221874,0.0031108125,0.0031978125
1182,0.003585375,0.0033750625,0.0034534375,0.0032045625,0.0030728125
1183,0.003647875,0.0035000625,0.0034534375,0.0034545625,0.0030415624
1184,0.003772875,0.0035000625,0.0034221874,0.0036108126,0.0032290625
1185,0.003804125,0.0034063125,0.0034534375,0.0035795625,0.0032603126
1186,0.003804125,0.0034375626,0.0034846875,0.0035170624,0.0031978125
1187,0.003679125,0.0036250625,0.0035471874,0.0033920626,0.0030415624
1188,0.003647875,0.0035938125,0.0035159376,0.0034233124,0.0029790625
1189,0.003772875,0.0035625624,0.0034846875,0.0034858126,0.0031353126
1190,0.003866625,0.0035938125,0.0034534375,0.0034858126,0.0032290625
1191,0.003804125,0.0035000625,0.0035159376,0.0035483125,0.0033228125
1192,0.003741625,0.0035000625,0.0035159376,0.0035795625,0.0033853124
1193,0.003679125,0.0035000625,0.0036721874,0.0036420624,0.0033853124
1194,0.003772875,0.0035625624,0.0037971875,0.0035483125,0.0032915624
1195,0.003804125,0.0036250625,0.0037034375,0.0034858126,0.0032290625
1196,0.003804125,0.0036563126,0.0035784375,0.0035483125,0.0034165625
1197,0.003772875,0.0037188125,0.0035471874,0.0035483125,0.0034478125
1198,0.003804125,0.0036563126,0.0035471874,0.0035483125,0.0035728125
1199,0.003835375,0.0036250625,0.0036721874,0.0036108126,0.0034165625
1200,0.003929125,0.0036875624,0.0036096876,0.0036108126,0.0032915624
1201,0.003929125,0.0036563126,0.0036721874,0.0037045626,0.0033228125
1202,0.004022875,0.0037188125,0.0036721874,0.0036108126,0.0035103124
1203,0.003991625,0.0037813126,0.0036721874,0.0035170624,0.0037290624
1204,0.003897875,0.0037813126,0.0038909374,0.0035170624,0.0036978126
1205,0.003866625,0.0037188125,0.0039221877,0.0035795625,0.0034478125
1206,0.004116625,0.0037188125,0.0037346876,0.0037358126,0.0033853124
1207,0.004241625,0.0037188125,0.0036096876,0.0039233123,0.0034165625
1208,0.004147875,0.0037813126,0.0036096876,0.0038608124,0.0035103124
1209,0.003929125,0.0038750626,0.0036409374,0.0037670624,0.0036978126
1210,0.003804125,0.0038750626,0.0037346876,0.0036108126,0.0037290624
1211,0.004054125,0.0037188125,0.0037971875,0.0034233124,0.0036665625
1212,0.004210375,0.0036563126,0.0037346876,0.0035170624,0.0034165625
1213,0.004210375,0.0039063124,0.0038284375,0.0037045626,0.0032915624
1214,0.004085375,0.0039688125,0.0038284375,0.0038608124,0.0033853124
1215,0.003929125,0.0040938123,0.0038284375,0.0039545624,0.0036040626
1216,0.004022875,0.0040000626,0.0038596876,0.0039233123,0.0038540624
1217,0.004210375,0.0039375625,0.0038596876,0.0036733125,0.0039165625
1218,0.004366625,0.0038750626,0.0039534373,0.0036420624,0.0036040626
1219,0.004335375,0.0039063124,0.0039221877,0.0037045626,0.0035103124
1220,0.004116625,0.0040938123,0.0039221877,0.0038295626,0.0036040626
1221,0.004085375,0.0040938123,0.0038909374,0.0038608124,0.0037603125
1222,0.004022875,0.0039063124,0.0038596876,0.0038295626,0.0037603125
1223,0.004147875,0.0038438125,0.0040159374,0.0038608124,0.0037290624
1224,0.004241625,0.0039688125,0.0039846874,0.0039545624,0.0036978126
1225,0.004335375,0.0040000626,0.0038909374,0.0039858124,0.0036978126
1226,0.004210375,0.0040313127,0.0039221877,0.0039858124,0.0036665625
1227,0.004210375,0.0041250624,0.0039534373,0.0039233123,0.0037290624
1228,0.004304125,0.0041250624,0.0040471875,0.0039545624,0.0037915625
1229,0.004210375,0.0040625627,0.0041409377,0.0040170625,0.0038853125
1230,0.004304125,0.0040625627,0.0040784376,0.0040170625,0.0038540624
1231,0.004179125,0.0040938123,0.0039534373,0.0039545624,0.0038540624
1232,0.004210375,0.0041250624,0.0038909374,0.0039545624,0.0037915625
1233,0.004272875,0.0041250624,0.0038284375,0.0040170625,0.0037603125
1234,0.004460375,0.0042188126,0.0039846874,0.0039545624,0.0039165625
1235,0.004460375,0.0042500626,0.0042034374,0.0039858124,0.0040103127
1236,0.004397875,0.0042500626,0.0042659375,0.0040483125,0.0039790627
1237,0.004335375,0.0041250624,0.0042659375,0.0042358125,0.0039165625
1238,0.004179125,0.0041250624,0.0041409377,0.0042045624,0.0038228126
1239,0.004179125,0.0042500626,0.0040784376,0.0040795626,0.0038540624
1240,0.004397875,0.0042813127,0.0041096876,0.0039233123,0.0038540624
1241,0.004491625,0.0043438124,0.0042659375,0.0039858124,0.0037603125
1242,0.004491625,0.0043125623,0.0043284376,0.0041733123,0.0039165625
1243,0.004304125,0.0042813127,0.0042034374,0.0041733123,0.0039790627
1244,0.004366625,0.0042188126,0.0041721873,0.0041420623,0.0039790627
1245,0.004429125,0.0041563124,0.0041096876,0.0041420623,0.0040103127
1246,0.004554125,0.0042188126,0.0041721873,0.0040483125,0.0039478126
1247,0.004522875,0.0044688126,0.0043596877,0.0041733123,0.0039790627
1248,0.004397875,0.0045938124,0.0043909373,0.0042358125,0.0039790627
1249,0.004366625,0.0044688126,0.0043284376,0.0043295627,0.0041665626
1250,0.004491625,0.0043125623,0.0042971876,0.0042670625,0.0041978126
1251,0.004585375,0.0042188126,0.0041409377,0.0041420623,0.0041665626
1252,0.004647875,0.0043125623,0.0041409377,0.0040483125,0.0040415623
1253,0.004585375,0.0045313123,0.0042659375,0.0041420623,0.0040103127
1254,0.004585375,0.0046563125,0.0044221873,0.0042358125,0.0040415623
1255,0.004491625,0.0045000627,0.0045471876,0.0043295627,0.0040728124
1256,0.004585375,0.0044063125,0.0043596877,0.0042670625,0.0042290627
1257,0.004647875,0.0044375625,0.0042659375,0.0041420623,0.0042915624
1258,0.004804125,0.0045313123,0.0042034374,0.0041420623,0.0041665626
1259,0.004554125,0.0045938124,0.0043596877,0.0041733123,0.0041665626
1260,0.004491625,0.0046563125,0.0045159375,0.0042670625,0.0041978126
1261,0.004522875,0.0046875626,0.0044534374,0.0043608127,0.0041353125
1262,0.004772875,0.0046563125,0.0044221873,0.0043608127,0.0042915624
1263,0.004835375,0.0045625623,0.0045159375,0.0043608127,0.0043540625
1264,0.004772875,0.0045000627,0.0044534374,0.0042670625,0.0043228124
1265,0.004647875,0.0045625623,0.0043909373,0.0042358125,0.0042290627
1266,0.004616625,0.0046875626,0.0043909373,0.0042670625,0.0041665626
1267,0.004585375,0.0046563125,0.0043909373,0.0042358125,0.0040728124
1268,0.004710375,0.0046563125,0.0044534374,0.0044233124,0.0042915624
1269,0.004897875,0.0047188126,0.0045784377,0.0043920623,0.0043228124
1270,0.004866625,0.0047188126,0.0046096877,0.0044233124,0.0042915624
1271,0.004804125,0.0047500627,0.0045471876,0.0042670625,0.0042290627
1272,0.004804125,0.0047813123,0.0044534374,0.0042983126,0.0043540625
1273,0.004741625,0.0046563125,0.0045784377,0.0044233124,0.0044165626
1274,0.004866625,0.0046563125,0.0046409373,0.0045483126,0.0043540625
1275,0.004929125,0.0047188126,0.0046409373,0.0045483126,0.0043853126
1276,0.004991625,0.0047500627,0.0046096877,0.0044858125,0.0043228124
1277,0.004835375,0.0047500627,0.0046096877,0.0043608127,0.0044165626
1278,0.004929125,0.0047188126,0.0046721874,0.0042983126,0.0045415624
1279,0.004897875,0.0046875626,0.0045784377,0.0044858125,0.0045415624
1280,0.004960375,0.0047813123,0.0045784377,0.0046420624,0.0044165626
1281,0.005022875,0.0049375626,0.0045784377,0.0046420624,0.0042915624
1282,0.005022875,0.0049375626,0.0046096877,0.0044858125,0.0043228124
1283,0.005054125,0.0048125624,0.0047971876,0.0044233124,0.0044478127
1284,0.004991625,0.0047500627,0.0047971876,0.0044545624,0.0045728125
1285,0.004741625,0.0047500627,0.0047346875,0.0045795627,0.0045728125
1286,0.004772875,0.0048125624,0.0047034374,0.0045795627,0.0045103123
1287,0.005054125,0.0050000623,0.0047346875,0.0046420624,0.0044478127
1288,0.005272875,0.0050313124,0.0048596873,0.0046733124,0.0043853126
1289,0.005304125,0.0049375626,0.0048284377,0.0046420624,0.0045103123
1290,0.005116625,0.0048438124,0.0048596873,0.0046733124,0.0046665627
1291,0.004835375,0.0048125624,0.0048596873,0.0045795627,0.0047603124
1292,0.004835375,0.0048750625,0.0048284377,0.0046420624,0.0046040625
1293,0.005085375,0.0050000623,0.0047971876,0.0045170626,0.0044790623
1294,0.005304125,0.0050313124,0.0048909374,0.0043608127,0.0045415624
1295,0.005366625,0.0050313124,0.0049534375,0.0045483126,0.0046040625
1296,0.005085375,0.0050938125,0.0048596873,0.0047045625,0.0045728125
1297,0.004960375,0.0050625624,0.0048596873,0.0047983127,0.0046665627
1298,0.005022875,0.0050313124,0.0048909374,0.0048608123,0.0047290623
1299,0.005179125,0.0050313124,0.0049221874,0.0047358125,0.0047915624
1300,0.005335375,0.0050625624,0.0048909374,0.0047358125,0.0046353126
1301,0.005304125,0.0051875627,0.0048909374,0.0046420624,0.0046353126
1302,0.005241625,0.0051563126,0.0048596873,0.0047358125,0.0046665627
1303,0.005054125,0.0050938125,0.0050159376,0.0047983127,0.0047290623
1304,0.005179125,0.0050938125,0.0049534375,0.0048920624,0.0047915624
1305,0.005335375,0.0051563126,0.0049534375,0.0048920624,0.0047915624
1306,0.005460375,0.0051875627,0.0049221874,0.0047358125,0.0048228125
1307,0.005304125,0.0051875627,0.0049534375,0.0045795627,0.0046665627
1308,0.005179125,0.0052188127,0.0050159376,0.0046733124,0.0046665627
1309,0.005210375,0.0052500623,0.0050159376,0.0048295623,0.0047603124
1310,0.005304125,0.0052500623,0.0050784373,0.0049858126,0.0048228125
1311,0.005429125,0.0052813124,0.0050471877,0.0050170626,0.0048540626
1312,0.005304125,0.0053750626,0.0050471877,0.0049858126,0.0048853126
1313,0.005272875,0.0052500623,0.0049846875,0.0049233125,0.0047915624
1314,0.005210375,0.0051875627,0.0050784373,0.0047045625,0.0047915624
1315,0.005241625,0.0051563126,0.0051096873,0.0047358125,0.0046978127
1316,0.005335375,0.0051563126,0.0051096873,0.0049858126,0.0048228125
1317,0.005554125,0.0054063126,0.0050159376,0.0051420624,0.0048853126
1318,0.005585375,0.0055625625,0.0050471877,0.0049858126,0.0049478123
1319,0.005460375,0.0054375627,0.0050784373,0.0047358125,0.0049478123
1320,0.005210375,0.0053125625,0.0051409374,0.0047358125,0.0048853126
1321,0.005147875,0.0052188127,0.0052659377,0.0048608123,0.0049478123
1322,0.005241625,0.0052188127,0.0053284373,0.0051108124,0.0050415625
1323,0.005272875,0.0053125625,0.0052034375,0.0051733125,0.0050415625
1324,0.005522875,0.0053750626,0.0051096873,0.0050795623,0.0049478123
1325,0.005616625,0.0054375627,0.0051096873,0.0049233125,0.0049165627
1326,0.005616625,0.0054375627,0.0052034375,0.0049233125,0.0050415625
1327,0.005429125,0.0054375627,0.0052659377,0.0049545625,0.0050728125
1328,0.005304125,0.0055000624,0.0052659377,0.0051108124,0.0050728125
1329,0.005210375,0.0055000624,0.0051096873,0.0051733125,0.0050728125
1330,0.005366625,0.0054375627,0.0050784373,0.0051420624,0.0049478123
1331,0.005585375,0.0053750626,0.0052346876,0.0050170626,0.0048853126
1332,0.005647875,0.0053438125,0.0054534376,0.0049858126,0.0049478123
1333,0.005554125,0.0054375627,0.0054534376,0.0050795623,0.0050415625
1334,0.005522875,0.0054688123,0.0053909374,0.0051108124,0.0051353127
1335,0.005429125,0.0055625625,0.0052034375,0.0052358126,0.0052290624
1336,0.005429125,0.0054688123,0.0050784373,0.0051733125,0.0051978123
1337,0.005491625,0.0054375627,0.0052034375,0.0051733125,0.0051040626
1338,0.005710375,0.0055313124,0.0053909374,0.0049858126,0.0050103124
1339,0.005679125,0.0056875623,0.0054846876,0.0051420624,0.0051353127
1340,0.005491625,0.0056250626,0.0053596874,0.0053295624,0.0052915625
1341,0.005554125,0.0054063126,0.0052346876,0.0054545626,0.0053853127
1342,0.005522875,0.0054063126,0.0052346876,0.0053295624,0.0053540627
1343,0.005647875,0.0054688123,0.0053909374,0.0051108124,0.0052290624
1344,0.005647875,0.0057500624,0.0054221875,0.0049858126,0.0050728125
1345,0.005647875,0.0058750627,0.0054534376,0.0052045626,0.0050728125
1346,0.005616625,0.0056250626,0.0054221875,0.0053608124,0.0052290624
1347,0.005585375,0.0054688123,0.0053909374,0.0054545626,0.0053540627
1348,0.005679125,0.0054688123,0.0053909374,0.0054545626,0.0055415626
1349,0.005679125,0.0055313124,0.0054846876,0.0052358126,0.0053853127
1350,0.005710375,0.0058438126,0.0055471873,0.0051420624,0.0052290624
1351,0.005679125,0.0058750627,0.0054846876,0.0051733125,0.0051040626
1352,0.005647875,0.0057813125,0.0053596874,0.0052045626,0.0051665623
1353,0.005741625,0.0057500624,0.0054221875,0.0055170627,0.0053228126
1354,0.005741625,0.0055313124,0.0055471873,0.0055170627,0.0054478124
1355,0.005741625,0.0056563127,0.0056409375,0.0055170627,0.0053853127
1356,0.005679125,0.0057813125,0.0055784374,0.0053608124,0.0052915625
1357,0.005741625,0.0058125625,0.0054534376,0.0052670627,0.0052290624
1358,0.005835375,0.0057500624,0.0054534376,0.0052358126,0.0052915625
1359,0.005866625,0.0058125625,0.0054221875,0.0054858127,0.0054165623
1360,0.005772875,0.0058438126,0.0056096874,0.0056420625,0.0055415626
1361,0.005710375,0.0059375623,0.0056721875,0.0055170627,0.0055728126
1362,0.005710375,0.0059688124,0.0057659373,0.0053608124,0.0055103125
1363,0.005835375,0.0059063127,0.0056409375,0.0052358126,0.0053540627
1364,0.005897875,0.0058438126,0.0056721875,0.0053608124,0.0052290624
1365,0.005897875,0.0057813125,0.0055784374,0.0055795624,0.0052915625
1366,0.005804125,0.0057813125,0.0055784374,0.0056733126,0.0054790624
1367,0.005804125,0.0059063127,0.0057034376,0.0056733126,0.0055415626
1368,0.005835375,0.0060625626,0.0058284374,0.0055170627,0.0054790624
1369,0.005866625,0.0059375623,0.0057659373,0.0054233125,0.0055415626
1370,0.005897875,0.0057813125,0.0057346877,0.0053920625,0.0055728126
1371,0.005866625,0.0057188123,0.0056096874,0.0056108125,0.0055415626
1372,0.005897875,0.0058438126,0.0056721875,0.0057670623,0.0055103125
1373,0.005897875,0.0060938126,0.0057971873,0.0057358127,0.0054165623
1374,0.005897875,0.0060625626,0.0059846877,0.0055795624,0.0054165623
1375,0.005929125,0.0060000625,0.0057971873,0.0055170627,0.0055728126
1376,0.006022875,0.0059688124,0.0058284374,0.0056108125,0.0056978124
1377,0.005960375,0.0058125625,0.0057659373,0.0057983124,0.0057603125
1378,0.005960375,0.0058750627,0.0057659373,0.0057983124,0.0056040627
1379,0.005960375,0.0059688124,0.0058596875,0.0057670623,0.0055415626
1380,0.006054125,0.0060313125,0.0059221876,0.0056108125,0.0054790624
1381,0.006085375,0.0060313125,0.0059846877,0.0054233125,0.0055728126
1382,0.006147875,0.0060938126,0.0059534376,0.0053295624,0.0057603125
1383,0.005991625,0.0060938126,0.0059221876,0.0054858127,0.0058228127
1384,0.005897875,0.0060313125,0.0057971873,0.0057983124,0.0057603125
1385,0.006022875,0.0060000625,0.0058284374,0.0060483124,0.0056978124
1386,0.006210375,0.0059375623,0.0060159373,0.0059233126,0.0055415626
1387,0.006241625,0.0060000625,0.0060784374,0.0056733126,0.0055415626
1388,0.006147875,0.0059688124,0.0060784374,0.0055795624,0.0056040627
1389,0.005929125,0.0061563123,0.0058596875,0.0056108125,0.0058228127
1390,0.005960375,0.0062188124,0.0057659373,0.0058295624,0.0058853123
1391,0.006022875,0.0060625626,0.0058596875,0.0058920626,0.0057915626
1392,0.006241625,0.0060625626,0.0060471874,0.0058920626,0.0056978124
1393,0.006304125,0.0060000625,0.0060471874,0.0058295624,0.0056353123
1394,0.006304125,0.0060938126,0.0060784374,0.0058295624,0.0056353123
1395,0.006241625,0.0062500625,0.0060471874,0.0057670623,0.0057603125
1396,0.006085375,0.0063438127,0.0059846877,0.0057670623,0.0057290625
1397,0.005991625,0.0062813126,0.0059846877,0.0058608125,0.0058540623
1398,0.006085375,0.0062500625,0.0060471874,0.0058608125,0.0058228127
1399,0.006179125,0.0060313125,0.0061409376,0.0058295624,0.0059165624
1400,0.006179125,0.0060625626,0.0061096875,0.0058920626,0.0059165624
1401,0.006022875,0.0062188124,0.0060784374,0.0059233126,0.0057603125
1402,0.006022875,0.0063438127,0.0059221876,0.0059233126,0.0057290625
1403,0.006272875,0.0064063123,0.0060159373,0.0059545627,0.0057915626
1404,0.006366625,0.0063750623,0.0061409376,0.0059545627,0.0059478125
1405,0.006272875,0.0062188124,0.0061409376,0.0059545627,0.0059478125
1406,0.006179125,0.0063438127,0.0061721876,0.0059858123,0.0058540623
1407,0.006147875,0.0062500625,0.0062034377,0.0059233126,0.0058228127
1408,0.006366625,0.0062188124,0.0061721876,0.0060483124,0.0057915626
1409,0.006491625,0.0062500625,0.0061721876,0.0060795625,0.0059165624
1410,0.006491625,0.0063438127,0.0061721876,0.0060795625,0.0059165624
1411,0.006366625,0.0063438127,0.0061721876,0.0060483124,0.0061040623
1412,0.006272875,0.0063438127,0.0062034377,0.0060483124,0.0059790625
1413,0.006335375,0.0060938126,0.0062971874,0.0061108125,0.0058540623
1414,0.006241625,0.0061563123,0.0063284375,0.0062045627,0.0058853123
1415,0.006460375,0.0064063123,0.0061721876,0.0061733127,0.0059790625
1416,0.006460375,0.0065000625,0.0060784374,0.0061108125,0.0061665624
1417,0.006429125,0.0065625627,0.0062346873,0.0060483124,0.0061040623
1418,0.006335375,0.0064063123,0.0063909376,0.0061420626,0.0060415627
1419,0.006241625,0.0063438127,0.0063909376,0.0061733127,0.0059790625
1420,0.006366625,0.0062500625,0.0062971874,0.0061420626,0.0059478125
