,sweep_1,sweep_2,sweep_3,sweep_4,sweep_5,sweep_6,sweep_7,sweep_8,sweep_9,sweep_10,sweep_11,sweep_12,sweep_13,sweep_14,sweep_15,sweep_16,sweep_17,sweep_18,sweep_19,sweep_20,sweep_21
303,1.211e-11,-2.53625e-11,4.4475e-12,-1.479e-11,1.66e-12,-2.947e-11,1.6645e-11,-2.215e-12,-1.43425e-11,3.2925e-12,5.925e-12,-5.07e-12,1.26625e-11,-2.65325e-11,-1.1795e-11,1.135e-11,2.05325e-11,-7.4275e-12,-1.925e-13,-1.0865e-11,-2.475e-13
304,1.086e-11,-1.41125e-11,8.1975e-12,-4.79e-12,-6.465e-12,-1.947e-11,-1.2105e-11,-6.59e-12,-1.74675e-11,3.9175e-12,1.28e-11,6.18e-12,1.20375e-11,-1.27825e-11,-1.17e-12,6.35e-12,1.49075e-11,-1.36775e-11,-2.6925e-12,-8.99e-12,-2.7475e-12
305,1.211e-11,5.2625e-12,6.975e-13,-1.04e-12,-7.715e-12,-5.095e-12,-3.648e-11,-1.034e-11,-1.55925e-11,7.925e-13,7.8e-12,1.8055e-11,5.7875e-12,-7.1575e-12,1.0705e-11,5.725e-12,3.6575e-12,-1.55525e-11,-7.6925e-12,-5.865e-12,-7.7475e-12
306,6.485e-12,9.6375e-12,-4.9275e-12,7.085e-12,5.41e-12,2.405e-12,-3.5855e-11,-7.84e-12,-3.0925e-12,4.5425e-12,-9.5e-13,2.1805e-11,6.4125e-12,-1.34075e-11,1.5705e-11,-9.275e-12,-7.5925e-12,-1.74275e-11,-1.45675e-11,1.635e-12,-8.9975e-12
307,-3.515e-12,1.27625e-11,-1.30525e-11,1.896e-11,1.041e-11,4.905e-12,-2.5855e-11,5.91e-12,5.0325e-12,8.9175e-12,-9.075e-12,1.8055e-11,1.20375e-11,-1.09075e-11,1.508e-11,-2.24e-11,-2.00925e-11,-9.3025e-12,-2.33175e-11,2.885e-12,-3.3725e-12
308,-1.414e-11,2.625e-13,-1.55525e-11,2.4585e-11,-6.465e-12,9.905e-12,-1.2105e-11,1.466e-11,4.4075e-12,6.4175e-12,-9.075e-12,1.118e-11,1.76625e-11,-9.075e-13,-5.45e-13,-1.24e-11,-1.19675e-11,6.975e-13,-1.95675e-11,4.135e-12,2.2525e-12
309,-2.7265e-11,-1.78625e-11,-3.0525e-12,1.771e-11,-1.8965e-11,1.178e-11,-2.105e-12,7.16e-12,1.19075e-11,1.20425e-11,-4.075e-12,4.93e-12,1.45375e-11,9.0925e-12,-1.17e-12,6.975e-12,5.325e-13,1.56975e-11,-8.3175e-12,-8.65e-13,1.6275e-12
310,-2.8515e-11,-2.22375e-11,2.5725e-12,7.085e-12,-2.209e-11,1.178e-11,2.895e-12,1.0285e-11,1.81575e-11,1.64175e-11,-2.825e-12,6.805e-12,1.14125e-11,5.9675e-12,2.58e-12,8.225e-12,1.30325e-11,2.56975e-11,-4.5675e-12,7.885e-12,-7.7475e-12
311,-3.1015e-11,-1.41125e-11,-1.8025e-12,5.21e-12,-5.84e-12,3.03e-12,7.895e-12,1.591e-11,2.50325e-11,1.07925e-11,2.8e-12,5.555e-12,-6.7125e-12,-2.825e-13,3.83e-12,1e-13,1.36575e-11,2.63225e-11,-1.08175e-11,2.1635e-11,-1.39975e-11
312,-2.2265e-11,-3.4875e-12,-1.30525e-11,6.46e-12,4.785e-12,3.03e-12,1.602e-11,1.091e-11,1.62825e-11,2.0425e-12,1.55e-12,5.55e-13,-2.29625e-11,-2.7825e-12,1.258e-11,-5.25e-13,2.36575e-11,1.13225e-11,-2.6925e-12,2.1635e-11,-5.8725e-12
313,-1.1015e-11,2.625e-13,-1.24275e-11,7.71e-12,-1.0215e-11,6.155e-12,2.0395e-11,3.41e-12,8.1575e-12,-1.17075e-11,-9.5e-13,4.305e-12,-3.35875e-11,1.5925e-12,1.258e-11,6.35e-12,2.92825e-11,5.6975e-12,1.0575e-12,1.1635e-11,1.53775e-11
314,-6.015e-12,-3.4875e-12,-3.6775e-12,-6.665e-12,-1.709e-11,5.53e-12,1.7895e-11,-2.84e-12,3.1575e-12,-1.98325e-11,5.3e-12,-1.32e-12,-2.54625e-11,7.8425e-12,1.133e-11,4.475e-12,1.74075e-11,8.8225e-12,4.1825e-12,7.26e-12,2.60025e-11
315,1.485e-12,-2.8625e-12,7.5725e-12,-3.104e-11,-1.459e-11,-1.345e-12,9.77e-12,-1.034e-11,-1.2175e-12,-9.2075e-12,2.155e-11,-3.195e-12,-1.60875e-11,1.15925e-11,1.1955e-11,-8.65e-12,-3.2175e-12,8.1975e-12,-1.925e-13,2.885e-12,2.78775e-11
316,1.086e-11,-9.1125e-12,1.19475e-11,-4.9165e-11,-7.715e-12,-8.845e-12,-8.55e-13,-1.659e-11,-6.8425e-12,-5.4575e-12,1.905e-11,-1.32e-12,-1.54625e-11,6.5925e-12,6.33e-12,-1.49e-11,-1.88425e-11,-3.6775e-12,-5.8175e-12,-4.615e-12,1.60025e-11
317,1.0235e-11,-1.03625e-11,9.4475e-12,-3.6665e-11,4.785e-12,-1.2595e-11,-8.355e-12,-1.2215e-11,-1.55925e-11,-1.10825e-11,1.3425e-11,4.93e-12,-8.5875e-12,-4.6575e-12,-6.17e-12,-1.3025e-11,-2.50925e-11,-1.49275e-11,-5.8175e-12,-7.115e-12,4.1275e-12
318,3.985e-12,-1.6125e-12,-5.525e-13,-1.729e-11,2.166e-11,-6.345e-12,-1.273e-11,-9.65e-13,-1.30925e-11,-8.5825e-12,4.05e-12,9.305e-12,3.2875e-12,-1.02825e-11,-4.92e-12,2.6e-12,-2.00925e-11,-1.24275e-11,-4.5675e-12,-1.5865e-11,-8.9975e-12
319,5.235e-12,3.3875e-12,-1.30525e-11,3.335e-12,1.8535e-11,3.03e-12,-9.605e-12,4.035e-12,-2.4675e-12,-6.7075e-12,-5.95e-12,-7e-14,1.32875e-11,-9.0325e-12,1.0705e-11,8.225e-12,-1.07175e-11,-1.1775e-12,-2.6925e-12,-1.9615e-11,-5.8725e-12
320,7.11e-12,2.7625e-12,-1.05525e-11,1.521e-11,8.535e-12,1.155e-12,-1.3355e-11,3.41e-12,-1.2175e-12,-3.5825e-12,-5.95e-12,-6.32e-12,1.45375e-11,-1.40325e-11,2.1955e-11,6.35e-12,-9.4675e-12,1.63225e-11,7.3075e-12,-1.3365e-11,9.7525e-12
321,3.36e-12,-1.6125e-12,-7.4275e-12,2.521e-11,-6.465e-12,4.905e-12,-1.523e-11,1.091e-11,-5.925e-13,7.6675e-12,-3.25e-13,-5.695e-12,1.32875e-11,-1.77825e-11,1.4455e-11,2.6e-12,-9.25e-14,2.13225e-11,9.8075e-12,-3.365e-12,2.03775e-11
322,1.485e-12,4.6375e-12,-8.0525e-12,3.0835e-11,-1.959e-11,3.655e-12,-1.5855e-11,1.4035e-11,-1.2175e-12,9.5425e-12,-2.2e-12,-3.195e-12,1.20375e-11,-7.7825e-12,7.05e-13,7.25e-13,9.2825e-12,1.25725e-11,6.6825e-12,4.76e-12,8.5025e-12
323,3.985e-12,1.40125e-11,5.6975e-12,1.7085e-11,-2.209e-11,-8.22e-12,-1.023e-11,4.66e-12,-4.9675e-12,-7.3325e-12,-6.575e-12,-4.445e-12,1.39125e-11,1.5925e-12,-1.1795e-11,-3.025e-12,1.30325e-11,4.4475e-12,6.0575e-12,1.0385e-11,-8.3725e-12
324,8.36e-12,1.71375e-11,5.6975e-12,-5.415e-12,-7.715e-12,-1.0095e-11,1.02e-12,-5.34e-12,-3.7175e-12,-1.60825e-11,-2.825e-12,-1.632e-11,1.01625e-11,-4.6575e-12,-1.3045e-11,-9.9e-12,9.9075e-12,4.4475e-12,2.9325e-12,1.2885e-11,-8.3725e-12
325,2.0235e-11,1.71375e-11,5.6975e-12,-1.354e-11,1.041e-11,-4.47e-12,2.895e-12,-7.215e-12,5.6575e-12,-1.35825e-11,9.675e-12,-1.882e-11,8.9125e-12,-3.4075e-12,-1.117e-11,-1.865e-11,-5.0925e-12,2.5725e-12,2.3075e-12,2.976e-11,-7.1225e-12
326,2.1485e-11,1.27625e-11,1.38225e-11,1.46e-12,1.7285e-11,2.405e-12,-2.73e-12,2.16e-12,2.31575e-11,-4.2075e-12,1.78e-11,-1.382e-11,-2.3375e-12,1.34675e-11,-1.117e-11,-1.4275e-11,-2.50925e-11,-2.4275e-12,-5.8175e-12,3.5385e-11,-1.21225e-11
327,1.086e-11,5.8875e-12,2.19475e-11,1.646e-11,1.4785e-11,5.3e-13,-1.023e-11,-2.215e-12,2.75325e-11,1.675e-13,1.3425e-11,-6.32e-12,-1.23375e-11,1.97175e-11,-1.0545e-11,-1.74e-11,-2.75925e-11,-5.5525e-12,-1.39425e-11,2.6635e-11,-9.6225e-12
328,2.35e-13,4.6375e-12,1.69475e-11,2.2085e-11,6.66e-12,-7.2e-13,-1.2105e-11,-1.284e-11,1.31575e-11,1.4175e-12,4.05e-12,-6.32e-12,-2.04625e-11,1.53425e-11,8e-14,-1.99e-11,-8.8425e-12,-9.3025e-12,-1.26925e-11,1.9135e-11,-6.4975e-12
329,-7.265e-12,4.6375e-12,3.1975e-12,9.585e-12,-1.465e-12,5.53e-12,-5.23e-12,-2.0965e-11,1.9075e-12,-1.7075e-12,-3.45e-12,-1.007e-11,-1.48375e-11,9.7175e-12,4.455e-12,-1.24e-11,3.0325e-12,3.1975e-12,-1.01925e-11,3.85e-13,-1.02475e-11
330,8.6e-13,-1.6125e-12,-8.0525e-12,-6.04e-12,-1.459e-11,6.155e-12,3.52e-12,-1.2215e-11,-5.925e-13,-1.0825e-12,-3.45e-12,-1.257e-11,-1.35875e-11,4.7175e-12,1.955e-12,-3.025e-12,-1.3425e-12,8.8225e-12,-1.20675e-11,-1.2115e-11,-2.1225e-12
331,1.3985e-11,-7.2375e-12,-1.11775e-11,-1.0415e-11,-1.2715e-11,-7.2e-13,9.77e-12,4.035e-12,6.2825e-12,7.925e-13,-9.5e-13,-1.007e-11,-7.3375e-12,6.5925e-12,-7.42e-12,6.35e-12,-1.07175e-11,1.44475e-11,-5.8175e-12,-2.274e-11,-8.725e-13
332,8.36e-12,-9.1125e-12,-1.61775e-11,-1.665e-12,8.535e-12,-7.2e-13,1.9145e-11,1.5285e-11,7.5325e-12,8.2925e-12,-9.5e-13,-6.32e-12,-4.2125e-12,6.5925e-12,-1.5545e-11,1.3225e-11,-1.07175e-11,2.38225e-11,6.0575e-12,-2.399e-11,3.775e-13
333,1.485e-12,8.875e-13,-2.05525e-11,3.335e-12,1.541e-11,4.905e-12,2.5395e-11,1.591e-11,8.1575e-12,1.01675e-11,2.175e-12,-4.445e-12,6.4125e-12,3.425e-13,-1.367e-11,1.4475e-11,-3.8425e-12,1.25725e-11,1.79325e-11,-6.49e-12,1.6275e-12
334,-1.64e-12,8.3875e-12,-1.80525e-11,5.21e-12,4.785e-12,7.405e-12,2.9145e-11,4.035e-12,7.5325e-12,1.20425e-11,8.425e-12,-4.445e-12,1.625e-13,-1.21575e-11,6.33e-12,-4.9e-12,-9.25e-14,2.5725e-12,1.91825e-11,1.476e-11,9.7525e-12
335,-7.265e-12,6.5125e-12,-1.43025e-11,8.96e-12,-1.209e-11,2.405e-12,1.2895e-11,-9.09e-12,3.7825e-12,4.5425e-12,6.55e-12,-4.445e-12,-9.8375e-12,-1.21575e-11,2.133e-11,-9.275e-12,1.7825e-12,1.9475e-12,1.35575e-11,2.2885e-11,1.22525e-11
336,-1.4765e-11,-2.2375e-12,1.3225e-12,6.46e-12,-2.084e-11,-1.0095e-11,-5.23e-12,-7.215e-12,-6.2175e-12,-5.4575e-12,-9.5e-13,-5.07e-12,-3.5875e-12,-7.7825e-12,2.508e-11,-6.15e-12,3.6575e-12,1.06975e-11,-1.925e-13,1.2885e-11,2.2525e-12
337,-1.4765e-11,-1.16125e-11,1.06975e-11,-1.665e-12,-2.584e-11,-1.072e-11,-1.5855e-11,-3.465e-12,-8.7175e-12,-1.35825e-11,-1.575e-12,4.305e-12,2.01625e-11,-5.9075e-12,1.633e-11,2.6e-12,-4.4675e-12,8.8225e-12,-1.39425e-11,3.51e-12,-8.3725e-12
338,-9.14e-12,-5.9875e-12,9.4475e-12,-7.29e-12,-7.09e-12,-8.22e-12,-1.273e-11,-3.465e-12,1.9075e-12,-1.98325e-11,-2.2e-12,7.43e-12,1.82875e-11,-7.1575e-12,1.008e-11,1.1975e-11,-2.00925e-11,-6.8025e-12,-2.01925e-11,7.885e-12,-5.2475e-12
339,-6.64e-12,-7.2375e-12,1.19475e-11,7.71e-12,2.041e-11,-1.072e-11,-5.855e-12,7.16e-12,5.6575e-12,-2.29575e-11,3.425e-12,1.5555e-11,-7.3375e-12,9.675e-13,2.58e-12,4.475e-12,-2.69675e-11,-1.80525e-11,-7.6925e-12,9.76e-12,3.775e-13
340,1.1485e-11,-4.7375e-12,1.13225e-11,2.3335e-11,3.4785e-11,-9.47e-12,-2.3e-13,1.2785e-11,3.25e-14,-2.42075e-11,8.425e-12,1.868e-11,-2.35875e-11,8.4675e-12,5.705e-12,-5.525e-12,-1.32175e-11,-1.43025e-11,2.9325e-12,-1.024e-11,3.775e-13
341,1.586e-11,4.0125e-12,3.8225e-12,1.7085e-11,2.916e-11,-6.345e-12,-1.48e-12,5.285e-12,-1.62175e-11,-1.54575e-11,4.675e-12,1.0555e-11,-1.67125e-11,9.0925e-12,-5.45e-13,-4.9e-12,1.1575e-12,-1.8025e-12,9.8075e-12,-1.899e-11,7.2525e-12
342,1.711e-11,9.0125e-12,7.25e-14,-4.79e-12,8.535e-12,1.78e-12,-1.023e-11,-5.34e-12,-2.62175e-11,-6.7075e-12,-1.575e-12,-2.57e-12,-7.9625e-12,1.15925e-11,-5.545e-12,-5.525e-12,8.0325e-12,3.8225e-12,1.10575e-11,-1.149e-11,4.7525e-12
343,2.1485e-11,2.7625e-12,4.4475e-12,-1.854e-11,-1.1465e-11,1.428e-11,-1.5855e-11,-9.09e-12,-1.80925e-11,-2.3325e-12,4.05e-12,-8.195e-12,7.875e-13,1.15925e-11,-3.67e-12,-3.65e-12,9.2825e-12,-2.4275e-12,-1.925e-13,-7.115e-12,2.8775e-12
344,2.086e-11,-4.7375e-12,3.1975e-12,-2.479e-11,-5.215e-12,1.678e-11,-1.398e-11,-7.84e-12,-6.2175e-12,-4.575e-13,1.03e-11,-1.8195e-11,7.875e-13,9.7175e-12,-1.17e-12,1.26e-11,6.7825e-12,-7.4275e-12,-1.925e-13,4.135e-12,-3.3725e-12
345,6.485e-12,-9.7375e-12,1.9475e-12,-2.0415e-11,1.66e-12,9.28e-12,-1.48e-12,-1.659e-11,6.9075e-12,4.5425e-12,1.2175e-11,-2.0695e-11,7.875e-13,5.3425e-12,-1.795e-12,1.76e-11,-5.7175e-12,-5.5525e-12,-8.175e-13,9.135e-12,-8.9975e-12
346,-1.3515e-11,-1.59875e-11,3.1975e-12,-1.6665e-11,7.91e-12,1.78e-12,-4.605e-12,-1.534e-11,1.50325e-11,1.4175e-12,7.8e-12,-2.007e-11,1.4125e-12,-2.7825e-12,-1.117e-11,1.51e-11,-1.69675e-11,-7.4275e-12,-5.8175e-12,7.885e-12,-2.7475e-12
347,-1.664e-11,-1.34875e-11,-2.4275e-12,3.335e-12,8.535e-12,-3.845e-12,-6.48e-12,-1.159e-11,1.37825e-11,-7.3325e-12,5.3e-12,-6.95e-13,4.5375e-12,-1.40325e-11,-2.4295e-11,2.01e-11,-2.25925e-11,-9.3025e-12,-7.6925e-12,1.635e-12,3.775e-13
348,-1.164e-11,-9.1125e-12,-1.68025e-11,1.2085e-11,2.91e-12,-2.595e-12,3.95e-13,-3.465e-12,6.2825e-12,-4.575e-13,2.8e-12,1.6805e-11,-2.3375e-12,-1.40325e-11,-7.42e-12,2.8225e-11,-1.57175e-11,6.975e-13,-6.4425e-12,3.85e-13,4.7525e-12
349,-7.89e-12,4.6375e-12,-1.99275e-11,5.835e-12,-1.465e-12,-3.22e-12,6.02e-12,5.91e-12,1.2825e-12,7.925e-13,-3.25e-13,1.493e-11,-1.04625e-11,-2.09075e-11,4.455e-12,2.1975e-11,1.11575e-11,1.3225e-12,5.4325e-12,5.385e-12,1.16275e-11
350,2.11e-12,9.6375e-12,-2.24275e-11,-1.04e-12,-7.09e-12,-2.595e-12,1.1645e-11,4.035e-12,3.7825e-12,7.925e-13,-5.95e-12,6.18e-12,-1.10875e-11,-1.21575e-11,1.008e-11,2.6e-12,2.80325e-11,6.975e-13,8.5575e-12,9.135e-12,1.85025e-11
351,8.985e-12,9.0125e-12,-1.61775e-11,-9.79e-12,-1.0215e-11,-1.97e-12,1.0395e-11,4.66e-12,-5.925e-13,5.7925e-12,-5.95e-12,6.18e-12,-6.0875e-12,9.0925e-12,-2.42e-12,-5.525e-12,3.24075e-11,-2.4275e-12,7.3075e-12,1.0385e-11,4.7525e-12
352,8.6e-13,6.5125e-12,-1.49275e-11,-1.0415e-11,-1.209e-11,-4.47e-12,1.477e-11,1.5285e-11,-6.2175e-12,1.07925e-11,-3.45e-12,3.055e-12,-1.0875e-12,9.0925e-12,-1.1795e-11,-8.025e-12,8.6575e-12,-1.05525e-11,4.8075e-12,9.135e-12,-5.2475e-12
353,-5.39e-12,-3.4875e-12,-5.5525e-12,-9.165e-12,-1.084e-11,-2.595e-12,1.6645e-11,2.091e-11,-3.7175e-12,3.2925e-12,-9.5e-13,-6.945e-12,3.2875e-12,8.4675e-12,-1.8045e-11,-1.365e-11,-8.8425e-12,-1.43025e-11,3.5575e-12,1.601e-11,-1.46225e-11
354,-9.14e-12,1.5125e-12,-3.6775e-12,-1.665e-12,-1.3965e-11,-1.97e-12,7.27e-12,1.2785e-11,-9.3425e-12,-4.575e-13,7.175e-12,-5.695e-12,3.2875e-12,7.2175e-12,-1.5545e-11,-1.865e-11,-1.44675e-11,-3.6775e-12,9.1825e-12,2.226e-11,-7.7475e-12
355,-5.39e-12,4.0125e-12,5.6975e-12,2.085e-12,-1.7715e-11,9.28e-12,5.395e-12,1.341e-11,-1.37175e-11,1.675e-13,1.7175e-11,5.555e-12,1.4125e-12,1.03425e-11,-1.367e-11,-1.6775e-11,-3.2175e-12,9.4475e-12,1.04325e-11,9.76e-12,1.0025e-12
356,1.1485e-11,9.0125e-12,1.56975e-11,1.271e-11,-1.0215e-11,9.905e-12,1.102e-11,2.216e-11,-2.05925e-11,1.45425e-11,1.155e-11,1.8055e-11,-2.9625e-12,6.5925e-12,-9.92e-12,-8.025e-12,9.9075e-12,9.4475e-12,6.0575e-12,-1.0865e-11,3.775e-13
357,1.7735e-11,1.08875e-11,1.44475e-11,2.021e-11,1.416e-11,9.28e-12,1.7895e-11,1.9035e-11,-1.80925e-11,1.82925e-11,2.175e-12,1.6805e-11,-6.7125e-12,-5.2825e-12,3.205e-12,-6.15e-12,5.325e-13,-5.5525e-12,-1.4425e-12,-1.9615e-11,-7.7475e-12
358,1.586e-11,1.15125e-11,1.06975e-11,1.521e-11,2.791e-11,-4.47e-12,1.227e-11,4.035e-12,-3.0925e-12,9.5425e-12,-2.2e-12,1.743e-11,-1.48375e-11,-1.77825e-11,1.633e-11,2.6e-12,-2.5925e-12,-1.74275e-11,-7.6925e-12,-1.8365e-11,-8.725e-13
359,5.235e-12,9.6375e-12,7.5725e-12,-3.54e-12,3.166e-11,-1.345e-12,1.352e-11,-1.409e-11,8.7825e-12,1.4175e-12,-3.25e-13,8.055e-12,-8.5875e-12,-2.15325e-11,1.5705e-11,4.475e-12,1.7825e-12,-1.68025e-11,-1.14425e-11,-1.899e-11,1.10025e-11
360,-5.39e-12,7.7625e-12,5.6975e-12,-1.979e-11,2.2285e-11,3.655e-12,1.352e-11,-2.534e-11,-5.925e-13,-4.575e-13,-1.0325e-11,-1.0695e-11,1.625e-13,-1.77825e-11,8.205e-12,1.35e-12,-1.3425e-12,-2.4275e-12,-1.14425e-11,-1.899e-11,1.60025e-11
361,-3.515e-12,2.1375e-12,4.4475e-12,-5.415e-12,2.91e-12,6.155e-12,9.145e-12,-2.409e-11,-1.12175e-11,-5.4575e-12,-1.1575e-11,-1.8195e-11,9.5375e-12,-1.40325e-11,5.08e-12,-3.025e-12,-3.2175e-12,6.9475e-12,1.0575e-12,-2.024e-11,2.8775e-12
362,2.35e-13,-6.6125e-12,-6.1775e-12,7.085e-12,-7.715e-12,4.905e-12,-7.105e-12,-8.465e-12,-6.2175e-12,-4.2075e-12,-1.575e-12,-2.57e-12,1.57875e-11,-2.825e-13,1.0705e-11,-5.525e-12,-1.3425e-12,1.19475e-11,8.5575e-12,-1.0865e-11,-1.64975e-11
363,7.11e-12,-1.84875e-11,-8.0525e-12,8.335e-12,-1.2715e-11,-1.1345e-11,-2.773e-11,3.41e-12,7.5325e-12,-6.7075e-12,1.28e-11,9.93e-12,1.82875e-11,-2.7825e-12,7.58e-12,-1.15e-12,-4.4675e-12,1.19475e-11,-1.925e-13,-1.2115e-11,-1.77475e-11
364,5.86e-12,-1.16125e-11,-1.11775e-11,1.146e-11,-2.084e-11,-2.0095e-11,-3.023e-11,1.091e-11,1.06575e-11,-9.8325e-12,1.0925e-11,4.93e-12,8.9125e-12,-1.59075e-11,1.955e-12,8.225e-12,-1.13425e-11,8.1975e-12,-2.6925e-12,-1.024e-11,-6.4975e-12
365,3.985e-12,3.3875e-12,-5.525e-13,1.2085e-11,-2.709e-11,-1.6345e-11,-1.898e-11,1.535e-12,6.575e-13,-9.8325e-12,4.05e-12,-1.007e-11,-2.3375e-12,-2.09075e-11,8e-14,1.01e-11,-2.5925e-12,1.3225e-12,2.3075e-12,1.01e-12,-1.4975e-12
366,-9.14e-12,2.40125e-11,1.31975e-11,2.085e-12,-2.2715e-11,-1.6345e-11,-4.605e-12,-3.465e-12,-7.4675e-12,-2.3325e-12,-3.25e-13,-1.382e-11,-2.9625e-12,-1.34075e-11,4.455e-12,1e-13,6.7825e-12,-9.9275e-12,6.0575e-12,3.85e-13,-5.2475e-12
367,-1.6015e-11,3.58875e-11,6.9475e-12,-4.165e-12,-1.334e-11,-2.0095e-11,9.77e-12,-7.84e-12,-4.9675e-12,1.01675e-11,-4.7e-12,-1.132e-11,2.6625e-12,-2.1575e-12,1.1955e-11,-2.4e-12,1.55325e-11,-1.55525e-11,1.10575e-11,-6.49e-12,-7.7475e-12
368,-2.414e-11,2.52625e-11,-5.525e-13,-1.104e-11,1.66e-12,-5.095e-12,1.227e-11,-1.534e-11,1.2825e-12,1.95425e-11,-1.0325e-11,-2.57e-12,6.4125e-12,7.2175e-12,6.33e-12,-1.49e-11,8.6575e-12,-1.43025e-11,6.6825e-12,-1.274e-11,-3.9975e-12
369,-2.039e-11,-2.2375e-12,5.0725e-12,-6.04e-12,1.041e-11,4.28e-12,1.5395e-11,-1.284e-11,1.00325e-11,8.2925e-12,-5.95e-12,-4.445e-12,1.51625e-11,4.7175e-12,1.955e-12,-1.5525e-11,-3.2175e-12,-3.0525e-12,-5.1925e-12,-1.3365e-11,4.1275e-12
370,-1.414e-11,-2.59875e-11,1.13225e-11,-3.54e-12,1.4785e-11,-1.345e-12,1.852e-11,-5.34e-12,1.06575e-11,1.675e-13,3e-13,-6.32e-12,8.9125e-12,3.4675e-12,1.33e-12,-1.4275e-11,-3.2175e-12,2.5725e-12,-1.51925e-11,-8.65e-13,4.7525e-12
371,-2.039e-11,-2.41125e-11,1.00725e-11,8.35e-13,1.66e-12,-1.1345e-11,1.102e-11,4.66e-12,1.9075e-12,1.675e-13,4.675e-12,-5.695e-12,3.9125e-12,5.3425e-12,5.705e-12,-8.025e-12,-1.3425e-12,1.3225e-12,-1.01925e-11,1.476e-11,4.7525e-12
372,-1.8515e-11,-7.8625e-12,1.38225e-11,1.46e-12,-1.709e-11,-5.72e-12,-5.855e-12,1.466e-11,6.575e-13,1.675e-13,1.655e-11,-1.945e-12,3.9125e-12,8.4675e-12,1.6955e-11,-5.25e-13,-3.2175e-12,6.3225e-12,-5.1925e-12,1.601e-11,-5.2475e-12
373,-2.265e-12,6.5125e-12,1.44475e-11,4.585e-12,-1.6465e-11,1.1155e-11,-1.0855e-11,1.341e-11,4.4075e-12,5.1675e-12,2.03e-11,-1.945e-12,1.4125e-12,-2.1575e-12,2.258e-11,7.6e-12,-5.7175e-12,9.4475e-12,7.9325e-12,7.885e-12,-1.33725e-11
374,2.0235e-11,1.52625e-11,4.4475e-12,5.21e-12,-9.59e-12,1.053e-11,-1.4605e-11,-9.65e-13,5.0325e-12,9.5425e-12,1.2175e-11,-3.82e-12,-7.3375e-12,-4.6575e-12,2.008e-11,1.01e-11,-9.25e-14,1.00725e-11,1.60575e-11,-5.24e-12,-1.21225e-11
375,2.6485e-11,1.77625e-11,-8.6775e-12,3.96e-12,2.91e-12,-2.595e-12,-1.148e-11,-2.84e-12,3.7825e-12,8.2925e-12,-3.45e-12,-7e-14,-9.8375e-12,-3.4075e-12,8.205e-12,9.475e-12,1.11575e-11,1.3225e-12,1.10575e-11,-1.9615e-11,-1.21225e-11
376,1.0235e-11,8.3875e-12,-1.99275e-11,-3.54e-12,8.535e-12,-1.572e-11,-8.55e-13,5.285e-12,-9.3425e-12,3.2925e-12,-8.45e-12,1.3055e-11,-1.42125e-11,9.675e-13,-6.795e-12,6.975e-12,1.17825e-11,-9.9275e-12,9.8075e-12,-1.899e-11,-8.3725e-12
377,5.86e-12,-1.03625e-11,-2.18025e-11,-9.79e-12,3.535e-12,-1.5095e-11,5.395e-12,-1.59e-12,-9.3425e-12,-1.0825e-12,-6.575e-12,2.493e-11,-1.92125e-11,-5.2825e-12,-1.6795e-11,1.975e-12,5.5325e-12,-9.3025e-12,1.35575e-11,-5.865e-12,3.5025e-12
378,8.36e-12,-2.03625e-11,-1.80525e-11,-1.1665e-11,6.035e-12,1.78e-12,8.52e-12,-9.715e-12,-1.43425e-11,-1.0825e-12,-2.825e-12,1.8055e-11,-9.2125e-12,-2.1575e-12,-8.045e-12,-8.025e-12,-5.0925e-12,-1.43025e-11,1.10575e-11,1.226e-11,1.0025e-12
379,-4.14e-12,-5.3625e-12,-3.6775e-12,-2.1665e-11,1.2285e-11,4.905e-12,-3.98e-12,-1.159e-11,-6.8425e-12,-3.5825e-12,1.5925e-11,1.18e-12,3.2875e-12,2.8425e-12,3.83e-12,-9.9e-12,-5.0925e-12,-9.3025e-12,-4.5675e-12,1.0385e-11,-1.27475e-11
380,-1.1015e-11,1.40125e-11,1.06975e-11,-2.354e-11,1.041e-11,-5.095e-12,-6.48e-12,-1.034e-11,3.7825e-12,-3.5825e-12,3.155e-11,-9.445e-12,1.14125e-11,5.3425e-12,3.83e-12,-8.025e-12,4.9075e-12,-8.0525e-12,-2.89425e-11,4.76e-12,-1.71225e-11
381,-1.7265e-11,1.90125e-11,1.56975e-11,-2.5415e-11,-3.965e-12,-1.322e-11,1.645e-12,-9.09e-12,1.2825e-12,-1.0825e-12,2.03e-11,-1.1945e-11,8.2875e-12,5.3425e-12,-7.42e-12,1e-13,4.2825e-12,-3.6775e-12,-3.26925e-11,-3.99e-12,-8.9975e-12
382,-1.664e-11,2.52625e-11,1.50725e-11,-1.104e-11,-6.465e-12,-3.22e-12,1.0395e-11,-9.65e-13,-6.2175e-12,4.5425e-12,3e-13,-1.1945e-11,6.4125e-12,9.675e-13,-4.295e-12,-7.4e-12,1.05325e-11,4.4475e-12,-2.08175e-11,1.01e-12,1.6275e-12
383,-2.164e-11,2.21375e-11,-4.3025e-12,4.585e-12,-1.209e-11,-2.595e-12,5.395e-12,9.035e-12,-9.3425e-12,4.5425e-12,-8.45e-12,-8.82e-12,3.9125e-12,2.2175e-12,2.58e-12,-1.365e-11,1.17825e-11,1.38225e-11,-8.9425e-12,1.226e-11,-3.9975e-12
