,sweep_1,sweep_2,sweep_3,sweep_4,sweep_5,sweep_6,sweep_7,sweep_8,sweep_9,sweep_10,sweep_11,sweep_12,sweep_13,sweep_14,sweep_15,sweep_16,sweep_17,sweep_18,sweep_19,sweep_20,sweep_21
840,1.6485e-11,2.7625e-12,4.4475e-12,-5.104e-11,2.666e-11,4.678e-11,-2.0855e-11,-4.5965e-11,4.94075e-11,3.045425e-10,7.4905e-10,1.29743e-09,2.2332876e-09,3.2559675e-09,4.803205e-09,6.3326e-09,7.866783e-09,9.305072e-09,1.0421682e-08,1.1642885e-08,1.3529127e-08
841,1.5235e-11,-9.875e-13,9.4475e-12,-4.9165e-11,3.4785e-11,4.178e-11,-2.023e-11,-4.159e-11,4.50325e-11,3.032925e-10,7.303e-10,1.29868e-09,2.2482876e-09,3.2472176e-09,4.80758e-09,6.330725e-09,7.863657e-09,9.300697e-09,1.04223075e-08,1.164726e-08,1.3529127e-08
842,1.7735e-11,-1.22375e-11,8.8225e-12,-4.354e-11,3.8535e-11,3.928e-11,-1.4605e-11,-4.0965e-11,3.69075e-11,2.870425e-10,7.14675e-10,1.290555e-09,2.2601625e-09,3.2290925e-09,4.81508e-09,6.3276e-09,7.876783e-09,9.304448e-09,1.04304325e-08,1.164601e-08,1.3527252e-08
843,1.8985e-11,-1.28625e-11,1.9475e-12,-3.6665e-11,3.916e-11,4.303e-11,-8.355e-12,-4.784e-11,4.12825e-11,2.757925e-10,7.153e-10,1.280555e-09,2.2626625e-09,3.2347176e-09,4.823205e-09,6.32135e-09,7.897407e-09,9.305072e-09,1.0441682e-08,1.1649135e-08,1.3516628e-08
844,1.461e-11,8.875e-13,-6.8025e-12,-3.729e-11,4.2285e-11,4.178e-11,-5.23e-12,-6.034e-11,5.37825e-11,2.795425e-10,7.2905e-10,1.28743e-09,2.2714124e-09,3.2397176e-09,4.82508e-09,6.32135e-09,7.911157e-09,9.314448e-09,1.0451058e-08,1.165101e-08,1.35178775e-08
845,3.985e-12,7.1375e-12,-6.8025e-12,-3.354e-11,5.416e-11,3.678e-11,-6.48e-12,-5.7215e-11,6.31575e-11,2.814175e-10,7.503e-10,1.30118e-09,2.2757876e-09,3.2434675e-09,4.836955e-09,6.33385e-09,7.919907e-09,9.318822e-09,1.0458558e-08,1.165976e-08,1.3516628e-08
846,-9.765e-12,5.8875e-12,-6.8025e-12,-3.7915e-11,6.291e-11,3.553e-11,-1.5855e-11,-4.659e-11,6.81575e-11,2.932925e-10,7.38425e-10,1.30118e-09,2.2757876e-09,3.2490926e-09,4.858205e-09,6.3526e-09,7.926783e-09,9.333823e-09,1.0459807e-08,1.1671635e-08,1.35178775e-08
847,-1.6015e-11,1.08875e-11,3.1975e-12,-4.2915e-11,6.4785e-11,3.428e-11,-2.0855e-11,-3.5965e-11,7.69075e-11,2.839175e-10,7.278e-10,1.29743e-09,2.2682876e-09,3.2584675e-09,4.87508e-09,6.35135e-09,7.934283e-09,9.348198e-09,1.0467308e-08,1.1687885e-08,1.3527252e-08
848,-1.6015e-11,1.08875e-11,1.50725e-11,-5.1665e-11,6.541e-11,2.803e-11,-1.523e-11,-3.034e-11,8.44075e-11,2.720425e-10,7.28425e-10,1.29993e-09,2.2564124e-09,3.2659675e-09,4.870705e-09,6.365725e-09,7.934283e-09,9.358822e-09,1.0471058e-08,1.1707885e-08,1.3545377e-08
849,-1.289e-11,8.3875e-12,1.50725e-11,-6.4165e-11,6.6035e-11,2.678e-11,-1.8355e-11,-3.409e-11,8.12825e-11,2.739175e-10,7.428e-10,1.30868e-09,2.2401625e-09,3.2734675e-09,4.864455e-09,6.393225e-09,7.934283e-09,9.378198e-09,1.04823075e-08,1.172601e-08,1.35578775e-08
850,-5.39e-12,-5.3625e-12,-5.525e-13,-6.4165e-11,6.791e-11,3.4905e-11,-2.648e-11,-3.534e-11,7.44075e-11,2.832925e-10,7.553e-10,1.31118e-09,2.2220374e-09,3.2872176e-09,4.85508e-09,6.421975e-09,7.932408e-09,9.390697e-09,1.0491682e-08,1.1727885e-08,1.3554753e-08
851,3.36e-12,-6.6125e-12,-2.49275e-11,-6.104e-11,7.541e-11,3.9905e-11,-3.2105e-11,-4.034e-11,7.50325e-11,2.970425e-10,7.57175e-10,1.30243e-09,2.2132876e-09,3.3084675e-09,4.85758e-09,6.4351e-09,7.939907e-09,9.394448e-09,1.0506683e-08,1.172976e-08,1.3553502e-08
852,1.461e-11,-1.09875e-11,-3.43025e-11,-5.9165e-11,7.7285e-11,3.7405e-11,-4.523e-11,-5.3465e-11,7.75325e-11,3.145425e-10,7.55925e-10,1.30368e-09,2.2132876e-09,3.3072176e-09,4.875705e-09,6.44135e-09,7.938658e-09,9.398822e-09,1.0518558e-08,1.173976e-08,1.3548503e-08
853,1.0235e-11,-1.66125e-11,-2.49275e-11,-4.979e-11,7.4785e-11,2.7405e-11,-5.3355e-11,-5.9715e-11,7.56575e-11,3.145425e-10,7.453e-10,1.31243e-09,2.2226625e-09,3.3003424e-09,4.904455e-09,6.4401e-09,7.952408e-09,9.400073e-09,1.0532933e-08,1.174476e-08,1.3558503e-08
854,7.11e-12,-2.09875e-11,-7.4275e-12,-4.2915e-11,6.541e-11,2.7405e-11,-4.398e-11,-3.909e-11,7.12825e-11,3.076675e-10,7.3155e-10,1.31368e-09,2.2239126e-09,3.3015926e-09,4.91633e-09,6.440725e-09,7.962408e-09,9.401948e-09,1.0549807e-08,1.1745385e-08,1.3575377e-08
855,2.35e-13,-2.53625e-11,3.8225e-12,-5.479e-11,5.416e-11,4.428e-11,-4.0855e-11,-1.3465e-11,6.69075e-11,3.057925e-10,7.17175e-10,1.30868e-09,2.2251625e-09,3.3065926e-09,4.91258e-09,6.4351e-09,7.959282e-09,9.414448e-09,1.0553557e-08,1.175351e-08,1.3585377e-08
856,7.735e-12,-2.47375e-11,5.6975e-12,-5.9165e-11,5.4785e-11,5.8655e-11,-3.023e-11,2.85e-13,6.12825e-11,3.132925e-10,7.13425e-10,1.313055e-09,2.2395374e-09,3.3134675e-09,4.90508e-09,6.434475e-09,7.949282e-09,9.424448e-09,1.0549183e-08,1.176726e-08,1.3593502e-08
857,1.1485e-11,-8.4875e-12,9.4475e-12,-4.979e-11,5.166e-11,5.803e-11,-2.4605e-11,-3.4e-13,5.75325e-11,3.239175e-10,7.12175e-10,1.32868e-09,2.2557876e-09,3.3347174e-09,4.91633e-09,6.444475e-09,7.949907e-09,9.440697e-09,1.0546057e-08,1.177351e-08,1.3594753e-08
858,3.985e-12,2.7625e-12,1.06975e-11,-3.604e-11,5.4785e-11,4.4905e-11,-2.523e-11,-3.4e-13,5.56575e-11,3.257925e-10,7.0905e-10,1.34243e-09,2.2601625e-09,3.3578424e-09,4.93758e-09,6.453225e-09,7.9580325e-09,9.446323e-09,1.0538558e-08,1.178101e-08,1.3589127e-08
859,2.735e-12,1.46375e-11,2.5725e-12,-3.229e-11,5.416e-11,3.803e-11,-2.4605e-11,-8.465e-12,5.94075e-11,3.176675e-10,7.19675e-10,1.35118e-09,2.2601625e-09,3.3759675e-09,4.95633e-09,6.45385e-09,7.963657e-09,9.436323e-09,1.0531682e-08,1.1789135e-08,1.3584753e-08
860,3.36e-12,1.08875e-11,-8.0525e-12,-3.4165e-11,5.1035e-11,3.3655e-11,-3.398e-11,-1.9715e-11,7.25325e-11,3.164175e-10,7.34675e-10,1.350555e-09,2.2601625e-09,3.3815926e-09,4.96133e-09,6.458225e-09,7.989282e-09,9.440073e-09,1.0533557e-08,1.1799135e-08,1.3582878e-08
861,-2.265e-12,2.625e-13,-1.74275e-11,-3.5415e-11,4.291e-11,4.053e-11,-3.523e-11,-1.9715e-11,8.25325e-11,3.095425e-10,7.42175e-10,1.34618e-09,2.2570374e-09,3.3765926e-09,4.95633e-09,6.4626e-09,8.011782e-09,9.445698e-09,1.0557932e-08,1.181226e-08,1.3585377e-08
862,-3.515e-12,-1.22375e-11,-2.68025e-11,-3.354e-11,4.041e-11,5.2405e-11,-2.523e-11,-1.8465e-11,8.25325e-11,2.995425e-10,7.47175e-10,1.340555e-09,2.2576625e-09,3.3659675e-09,4.950705e-09,6.46885e-09,8.015532e-09,9.453197e-09,1.0594808e-08,1.1829135e-08,1.3584128e-08
863,-4.14e-12,-1.34875e-11,-1.93025e-11,-3.354e-11,2.9785e-11,5.8655e-11,-8.98e-12,-2.0965e-11,8.06575e-11,2.876675e-10,7.5655e-10,1.32993e-09,2.2539124e-09,3.3672174e-09,4.948205e-09,6.474475e-09,8.024283e-09,9.463197e-09,1.0618558e-08,1.1834135e-08,1.3597252e-08
864,-1.289e-11,-5.3625e-12,-1.49275e-11,-3.604e-11,2.916e-11,4.9905e-11,3.95e-13,-2.284e-11,7.44075e-11,2.926675e-10,7.58425e-10,1.330555e-09,2.2532876e-09,3.3715926e-09,4.95633e-09,6.485725e-09,8.040533e-09,9.473197e-09,1.0621058e-08,1.1840385e-08,1.3612253e-08
865,-1.039e-11,8.3875e-12,-1.05525e-11,-4.5415e-11,2.9785e-11,4.178e-11,8.52e-12,-2.0965e-11,7.94075e-11,3.126675e-10,7.52175e-10,1.33118e-09,2.2607876e-09,3.3690926e-09,4.951955e-09,6.496975e-09,8.069907e-09,9.471948e-09,1.0624808e-08,1.1839135e-08,1.3631627e-08
866,-1.015e-12,1.33875e-11,-1.55525e-11,-5.1665e-11,2.791e-11,5.053e-11,2.2895e-11,-9.09e-12,7.87825e-11,3.276675e-10,7.43425e-10,1.330555e-09,2.2589124e-09,3.3672174e-09,4.95508e-09,6.5026e-09,8.0861575e-09,9.461322e-09,1.0616057e-08,1.1827885e-08,1.3658503e-08
867,-6.64e-12,2.33875e-11,-2.43025e-11,-4.229e-11,2.666e-11,5.1155e-11,3.4145e-11,3.41e-12,7.06575e-11,3.382925e-10,7.48425e-10,1.325555e-09,2.2657876e-09,3.3778425e-09,4.960705e-09,6.496975e-09,8.093033e-09,9.456323e-09,1.06223075e-08,1.181851e-08,1.3682878e-08
868,-1.3515e-11,2.90125e-11,-2.30525e-11,-4.854e-11,2.041e-11,4.803e-11,2.9145e-11,5.91e-12,6.44075e-11,3.489175e-10,7.57175e-10,1.32243e-09,2.2639124e-09,3.3797174e-09,4.96883e-09,6.50885e-09,8.102408e-09,9.466947e-09,1.0641058e-08,1.1820385e-08,1.3686628e-08
869,-1.4765e-11,2.58875e-11,-8.6775e-12,-6.229e-11,1.541e-11,3.9905e-11,2.9145e-11,4.035e-12,5.44075e-11,3.551675e-10,7.55925e-10,1.335555e-09,2.2532876e-09,3.3765926e-09,4.981955e-09,6.523225e-09,8.105532e-09,9.478822e-09,1.0654182e-08,1.1846635e-08,1.3684128e-08
870,2.735e-12,9.6375e-12,7.25e-14,-6.5415e-11,1.7285e-11,3.8655e-11,3.1645e-11,-1.59e-12,5.62825e-11,3.464175e-10,7.50925e-10,1.34118e-09,2.2470374e-09,3.3734675e-09,5.00383e-09,6.539475e-09,8.104283e-09,9.493823e-09,1.0664808e-08,1.1862885e-08,1.3684753e-08
871,1.8985e-11,4.6375e-12,-4.9275e-12,-5.4165e-11,2.416e-11,3.178e-11,2.977e-11,-7.215e-12,7.56575e-11,3.507925e-10,7.428e-10,1.353055e-09,2.2514124e-09,3.3709675e-09,5.02383e-09,6.54885e-09,8.098658e-09,9.496947e-09,1.0679183e-08,1.1865385e-08,1.3682253e-08
872,2.1485e-11,-9.875e-13,-1.05525e-11,-5.4165e-11,3.666e-11,2.1155e-11,1.2895e-11,-1.0965e-11,1.019075e-10,3.582925e-10,7.4905e-10,1.361805e-09,2.2595374e-09,3.3709675e-09,5.02633e-09,6.55135e-09,8.096783e-09,9.480697e-09,1.0684182e-08,1.1866635e-08,1.36978775e-08
873,1.6485e-11,-7.8625e-12,-1.24275e-11,-4.6665e-11,3.791e-11,2.553e-11,-5.23e-12,-1.159e-11,1.144075e-10,3.526675e-10,7.63425e-10,1.36118e-09,2.2670374e-09,3.3765926e-09,5.02758e-09,6.561975e-09,8.104908e-09,9.465072e-09,1.0689183e-08,1.187726e-08,1.3716628e-08
874,1.211e-11,-1.97375e-11,-8.0525e-12,-4.479e-11,3.666e-11,3.9905e-11,-1.7105e-11,-1.7215e-11,1.162825e-10,3.526675e-10,7.60925e-10,1.35743e-09,2.2851625e-09,3.3853425e-09,5.033205e-09,6.564475e-09,8.113657e-09,9.468822e-09,1.0703557e-08,1.1884135e-08,1.3719127e-08
875,7.11e-12,-2.53625e-11,7.25e-14,-5.1665e-11,5.041e-11,4.6155e-11,-3.4605e-11,-2.2215e-11,1.100325e-10,3.501675e-10,7.48425e-10,1.35368e-09,2.2932876e-09,3.3865926e-09,5.020705e-09,6.566975e-09,8.121157e-09,9.470073e-09,1.0727308e-08,1.1890385e-08,1.3718503e-08
876,8.985e-12,-2.84875e-11,5.6975e-12,-5.479e-11,5.666e-11,4.053e-11,-3.523e-11,-2.4715e-11,9.81575e-11,3.507925e-10,7.353e-10,1.34618e-09,2.2976625e-09,3.3840926e-09,5.02383e-09,6.56385e-09,8.130533e-09,9.472572e-09,1.0737932e-08,1.1914135e-08,1.3723502e-08
877,1.336e-11,-1.84875e-11,7.25e-14,-5.2915e-11,5.2285e-11,3.428e-11,-2.273e-11,-1.7215e-11,9.06575e-11,3.470425e-10,7.30925e-10,1.35368e-09,2.3057876e-09,3.4015926e-09,5.03508e-09,6.566975e-09,8.143033e-09,9.488198e-09,1.0733557e-08,1.193601e-08,1.3731002e-08
878,5.86e-12,-7.8625e-12,-1.18025e-11,-3.854e-11,5.541e-11,3.7405e-11,-8.98e-12,-1.5965e-11,8.06575e-11,3.382925e-10,7.303e-10,1.36118e-09,2.3145375e-09,3.4165926e-09,5.05883e-09,6.561975e-09,8.146783e-09,9.5075725e-09,1.0738558e-08,1.194101e-08,1.3736628e-08
879,-3.515e-12,1.5125e-12,-1.24275e-11,-4.229e-11,5.9785e-11,2.6155e-11,-7.73e-12,-2.284e-11,9.12825e-11,3.407925e-10,7.353e-10,1.36243e-09,2.3145375e-09,3.4215926e-09,5.070705e-09,6.553225e-09,8.151157e-09,9.528822e-09,1.0759807e-08,1.1926635e-08,1.3745377e-08
880,-7.265e-12,8.875e-13,-6.8025e-12,-4.4165e-11,5.291e-11,1.303e-11,-2.3e-13,-1.659e-11,1.019075e-10,3.451675e-10,7.39675e-10,1.368055e-09,2.3189124e-09,3.4222174e-09,5.06383e-09,6.550725e-09,8.158658e-09,9.5494475e-09,1.0767308e-08,1.1916635e-08,1.3752253e-08
881,-7.89e-12,5.8875e-12,-1.05525e-11,-4.4165e-11,4.541e-11,2.178e-11,-2.3e-13,-5.34e-12,1.137825e-10,3.389175e-10,7.32175e-10,1.375555e-09,2.3120375e-09,3.4284675e-09,5.05008e-09,6.5601e-09,8.174283e-09,9.564448e-09,1.0767932e-08,1.191226e-08,1.3759127e-08
882,-5.39e-12,6.5125e-12,-2.36775e-11,-3.854e-11,5.166e-11,3.428e-11,-2.105e-12,5.91e-12,1.187825e-10,3.351675e-10,7.2905e-10,1.39118e-09,2.3070374e-09,3.4365926e-09,5.055705e-09,6.578225e-09,8.184283e-09,9.562572e-09,1.0769183e-08,1.191601e-08,1.3770378e-08
883,-6.64e-12,8.875e-13,-2.30525e-11,-3.7915e-11,7.166e-11,4.7405e-11,6.02e-12,1.1535e-11,1.106575e-10,3.445425e-10,7.17175e-10,1.38743e-09,2.3057876e-09,3.4347174e-09,5.080705e-09,6.59385e-09,8.191157e-09,9.555698e-09,1.0783557e-08,1.1929135e-08,1.3782877e-08
884,-9.765e-12,-1.41125e-11,-1.24275e-11,-2.7915e-11,7.7285e-11,6.428e-11,1.02e-12,1.1535e-11,1.044075e-10,3.445425e-10,7.15925e-10,1.370555e-09,2.3064124e-09,3.4322174e-09,5.10883e-09,6.588225e-09,8.194908e-09,9.554448e-09,1.08104325e-08,1.194226e-08,1.37897525e-08
885,-1.289e-11,-9.1125e-12,2.5725e-12,-1.979e-11,7.2285e-11,6.428e-11,-7.73e-12,-5.965e-12,1.062825e-10,3.507925e-10,7.3655e-10,1.35118e-09,2.3070374e-09,3.4247174e-09,5.10508e-09,6.590725e-09,8.196783e-09,9.552572e-09,1.0836057e-08,1.195351e-08,1.3798503e-08
886,-1.3515e-11,5.8875e-12,4.4475e-12,-3.1665e-11,6.9785e-11,4.8655e-11,-2.73e-12,-2.659e-11,1.150325e-10,3.545425e-10,7.6655e-10,1.33993e-09,2.2995374e-09,3.4272174e-09,5.095705e-09,6.59885e-09,8.199907e-09,9.555072e-09,1.08304326e-08,1.195976e-08,1.37878775e-08
887,3.36e-12,2.02625e-11,6.975e-13,-5.104e-11,6.8535e-11,3.678e-11,-2.3e-13,-3.034e-11,1.187825e-10,3.601675e-10,7.88425e-10,1.343055e-09,2.3039124e-09,3.4209675e-09,5.09758e-09,6.60635e-09,8.202408e-09,9.555698e-09,1.08223075e-08,1.196601e-08,1.3776003e-08
888,2.336e-11,1.52625e-11,7.25e-14,-6.9165e-11,7.041e-11,3.303e-11,3.52e-12,-2.534e-11,1.044075e-10,3.545425e-10,7.92175e-10,1.35868e-09,2.3101625e-09,3.4259675e-09,5.10008e-09,6.603225e-09,8.2161575e-09,9.548822e-09,1.0818558e-08,1.1967885e-08,1.37678775e-08
889,3.7735e-11,7.7625e-12,3.8225e-12,-7.229e-11,7.166e-11,3.553e-11,7.27e-12,-2.9715e-11,9.00325e-11,3.570425e-10,7.928e-10,1.37493e-09,2.3176625e-09,3.4278425e-09,5.094455e-09,6.6101e-09,8.231157e-09,9.548822e-09,1.0831058e-08,1.1971635e-08,1.3760378e-08
890,2.961e-11,-9.875e-13,-4.3025e-12,-6.604e-11,6.416e-11,4.678e-11,4.145e-12,-3.284e-11,7.56575e-11,3.732925e-10,7.903e-10,1.38993e-09,2.3282876e-09,3.4384675e-09,5.085705e-09,6.6151e-09,8.249907e-09,9.552572e-09,1.08523075e-08,1.198726e-08,1.3768503e-08
891,1.711e-11,2.7625e-12,-9.3025e-12,-6.0415e-11,6.6035e-11,5.553e-11,1.0395e-11,-3.0965e-11,7.94075e-11,3.851675e-10,7.88425e-10,1.39618e-09,2.3520375e-09,3.4453425e-09,5.078205e-09,6.628225e-09,8.254908e-09,9.556947e-09,1.0864182e-08,1.2001635e-08,1.3786628e-08
892,5.86e-12,5.8875e-12,-1.24275e-11,-4.1665e-11,6.7285e-11,5.8655e-11,2.102e-11,-3.8465e-11,9.19075e-11,3.782925e-10,7.8155e-10,1.38993e-09,2.3657876e-09,3.4440926e-09,5.08258e-09,6.64385e-09,8.255532e-09,9.568822e-09,1.0864182e-08,1.201476e-08,1.3804753e-08
893,-3.9e-13,8.3875e-12,-1.68025e-11,-3.354e-11,6.6035e-11,6.053e-11,2.977e-11,-3.409e-11,9.94075e-11,3.764175e-10,7.64675e-10,1.38368e-09,2.3645375e-09,3.4528425e-09,5.09008e-09,6.661975e-09,8.2461575e-09,9.595072e-09,1.0857932e-08,1.201476e-08,1.3824753e-08
894,-1.015e-12,5.8875e-12,-2.05525e-11,-3.0415e-11,6.1035e-11,5.2405e-11,2.7895e-11,-1.9715e-11,1.050325e-10,3.776675e-10,7.5655e-10,1.38243e-09,2.3507876e-09,3.4622174e-09,5.093205e-09,6.6851e-09,8.240533e-09,9.616947e-09,1.08523075e-08,1.201101e-08,1.38397525e-08
895,2.735e-12,3.3875e-12,-2.30525e-11,-2.7915e-11,6.8535e-11,4.1155e-11,1.227e-11,-1.3465e-11,1.075325e-10,3.770425e-10,7.628e-10,1.38618e-09,2.3389124e-09,3.4665926e-09,5.09883e-09,6.69135e-09,8.262408e-09,9.623823e-09,1.0851058e-08,1.2002885e-08,1.3847252e-08
896,3.985e-12,-1.6125e-12,-2.30525e-11,-3.4165e-11,7.4785e-11,2.928e-11,-6.48e-12,-1.659e-11,9.87825e-11,3.657925e-10,7.72175e-10,1.38618e-09,2.3357876e-09,3.4734675e-09,5.116955e-09,6.69885e-09,8.288658e-09,9.620073e-09,1.0859807e-08,1.201101e-08,1.3854128e-08
897,2.735e-12,-6.6125e-12,-1.43025e-11,-3.7915e-11,7.041e-11,3.655e-12,-2.4605e-11,-1.4715e-11,8.87825e-11,3.545425e-10,7.8905e-10,1.390555e-09,2.3332876e-09,3.4903425e-09,5.123205e-09,6.704475e-09,8.301157e-09,9.621948e-09,1.0871058e-08,1.201226e-08,1.3859127e-08
898,-7.265e-12,-1.59875e-11,3.1975e-12,-3.6665e-11,6.541e-11,8.655e-12,-4.3355e-11,-4.715e-12,8.94075e-11,3.639175e-10,8.02175e-10,1.393055e-09,2.3301625e-09,3.4928425e-09,5.12883e-09,6.71135e-09,8.311782e-09,9.623197e-09,1.0874182e-08,1.2021635e-08,1.3866003e-08
899,-1.2265e-11,-1.41125e-11,1.69475e-11,-4.5415e-11,6.291e-11,2.2405e-11,-4.3355e-11,1.535e-12,8.87825e-11,3.820425e-10,8.03425e-10,1.40368e-09,2.3170375e-09,3.4897174e-09,5.139455e-09,6.718225e-09,8.312408e-09,9.620073e-09,1.0878558e-08,1.203101e-08,1.3863502e-08
900,-2.039e-11,-4.7375e-12,1.44475e-11,-5.479e-11,6.3535e-11,4.7405e-11,-3.898e-11,-1.59e-12,8.69075e-11,3.945425e-10,7.98425e-10,1.40743e-09,2.3257876e-09,3.4753425e-09,5.141955e-09,6.729475e-09,8.3080325e-09,9.631948e-09,1.0887308e-08,1.2046635e-08,1.3849127e-08
901,-2.164e-11,-1.6125e-12,6.975e-13,-5.0415e-11,5.3535e-11,5.4905e-11,-3.648e-11,-5.34e-12,9.12825e-11,3.895425e-10,7.903e-10,1.41118e-09,2.3432876e-09,3.4622174e-09,5.140705e-09,6.731975e-09,8.323033e-09,9.645072e-09,1.0905432e-08,1.2059135e-08,1.3849127e-08
902,-1.539e-11,4.0125e-12,-3.6775e-12,-4.7915e-11,5.3535e-11,4.428e-11,-2.8355e-11,-2.215e-12,9.19075e-11,3.782925e-10,7.9405e-10,1.41243e-09,2.3539124e-09,3.4690926e-09,5.145705e-09,6.72635e-09,8.346783e-09,9.666323e-09,1.0920433e-08,1.206476e-08,1.3859127e-08
903,-1.64e-12,4.0125e-12,-7.4275e-12,-5.9165e-11,5.1035e-11,3.678e-11,-1.898e-11,9.035e-12,8.94075e-11,3.726675e-10,8.053e-10,1.41493e-09,2.3570375e-09,3.4965926e-09,5.16758e-09,6.7201e-09,8.355532e-09,9.6775725e-09,1.0930433e-08,1.2071635e-08,1.3872253e-08
904,5.86e-12,-2.8625e-12,-1.18025e-11,-6.229e-11,5.4785e-11,4.3655e-11,-1.8355e-11,2.4035e-11,9.00325e-11,3.707925e-10,7.9905e-10,1.411805e-09,2.3476625e-09,3.5115926e-09,5.17383e-09,6.720725e-09,8.344908e-09,9.686323e-09,1.09441824e-08,1.207601e-08,1.3882877e-08
905,5.235e-12,4.6375e-12,-8.6775e-12,-4.854e-11,6.8535e-11,5.9905e-11,-2.023e-11,3.341e-11,9.31575e-11,3.682925e-10,8.02175e-10,1.40493e-09,2.3489124e-09,3.5065926e-09,5.17133e-09,6.725725e-09,8.3280325e-09,9.691322e-09,1.0949183e-08,1.2061635e-08,1.3876628e-08
906,4.61e-12,4.6375e-12,-1.43025e-11,-2.229e-11,7.291e-11,7.4905e-11,-1.648e-11,1.591e-11,9.50325e-11,3.601675e-10,7.9655e-10,1.40243e-09,2.3551625e-09,3.4990926e-09,5.179455e-09,6.731975e-09,8.330533e-09,9.682572e-09,1.0938558e-08,1.206226e-08,1.3868503e-08
907,7.11e-12,-9.875e-13,-7.4275e-12,-6.04e-12,6.9785e-11,5.928e-11,-1.023e-11,-7.84e-12,9.37825e-11,3.607925e-10,8.07175e-10,1.40493e-09,2.3570375e-09,3.4859675e-09,5.19758e-09,6.73635e-09,8.349282e-09,9.6775725e-09,1.0932933e-08,1.207601e-08,1.38597525e-08
908,1.586e-11,2.1375e-12,-6.1775e-12,-3.54e-12,6.2285e-11,4.803e-11,-1.773e-11,-2.0965e-11,9.81575e-11,3.639175e-10,8.0405e-10,1.399305e-09,2.3595375e-09,3.4772174e-09,5.205705e-09,6.738225e-09,8.3661575e-09,9.670697e-09,1.09441824e-08,1.209976e-08,1.3853502e-08
909,1.586e-11,2.7625e-12,-6.8025e-12,-2.104e-11,6.166e-11,4.6155e-11,-3.355e-12,-2.784e-11,9.50325e-11,3.539175e-10,8.0655e-10,1.395555e-09,2.3626625e-09,3.4809675e-09,5.19758e-09,6.7376e-09,8.369282e-09,9.671322e-09,1.0956057e-08,1.210976e-08,1.3847252e-08
910,1.086e-11,-3.625e-13,-1.86775e-11,-3.854e-11,6.4785e-11,3.928e-11,1.477e-11,-3.284e-11,8.56575e-11,3.464175e-10,8.13425e-10,1.39118e-09,2.3632876e-09,3.4790926e-09,5.18383e-09,6.73135e-09,8.357407e-09,9.686947e-09,1.09623075e-08,1.2106635e-08,1.3859127e-08
911,5.235e-12,-9.7375e-12,-2.55525e-11,-4.1665e-11,6.916e-11,3.553e-11,1.477e-11,-3.2215e-11,7.00325e-11,3.470425e-10,8.10925e-10,1.38618e-09,2.3670375e-09,3.4809675e-09,5.174455e-09,6.724475e-09,8.349907e-09,9.6994475e-09,1.0958558e-08,1.2100385e-08,1.3884128e-08
912,2.735e-12,-1.53625e-11,-2.30525e-11,-3.604e-11,8.041e-11,2.9905e-11,6.645e-12,-2.909e-11,6.62825e-11,3.507925e-10,7.9405e-10,1.390555e-09,2.3751625e-09,3.4915926e-09,5.18008e-09,6.726975e-09,8.350533e-09,9.704448e-09,1.09541825e-08,1.210601e-08,1.3894753e-08
913,-8.515e-12,-1.41125e-11,-1.93025e-11,-2.5415e-11,9.8535e-11,2.8655e-11,3.52e-12,-3.409e-11,7.56575e-11,3.570425e-10,7.95925e-10,1.39118e-09,2.3801625e-09,3.5159675e-09,5.191955e-09,6.726975e-09,8.354908e-09,9.721322e-09,1.09641825e-08,1.211601e-08,1.3902253e-08
914,-1.9765e-11,-8.4875e-12,-6.8025e-12,-2.354e-11,1.06035e-10,3.678e-11,-1.023e-11,-4.659e-11,9.31575e-11,3.707925e-10,7.99675e-10,1.39118e-09,2.3839124e-09,3.5165926e-09,5.210705e-09,6.728225e-09,8.366783e-09,9.7375725e-09,1.0976057e-08,1.2121635e-08,1.39178775e-08
915,-1.914e-11,1.5125e-12,2.5725e-12,-3.0415e-11,1.07285e-10,4.678e-11,-1.773e-11,-4.7215e-11,1.087825e-10,3.795425e-10,8.02175e-10,1.395555e-09,2.3757876e-09,3.5115926e-09,5.223205e-09,6.7251e-09,8.369282e-09,9.743197e-09,1.0989807e-08,1.210851e-08,1.3942253e-08
916,-1.6015e-11,-9.875e-13,1.00725e-11,-2.729e-11,9.291e-11,4.303e-11,-2.3355e-11,-3.034e-11,1.044075e-10,3.764175e-10,8.07175e-10,1.39993e-09,2.3745375e-09,3.4978425e-09,5.21883e-09,6.7301e-09,8.376783e-09,9.751948e-09,1.1006057e-08,1.2086635e-08,1.3966003e-08
917,-3.9e-13,-7.2375e-12,1.3225e-12,-1.229e-11,7.8535e-11,3.053e-11,-2.148e-11,-2.534e-11,9.37825e-11,3.782925e-10,8.0155e-10,1.40618e-09,2.3820375e-09,3.5022174e-09,5.216955e-09,6.729475e-09,8.383033e-09,9.751322e-09,1.1021682e-08,1.2075385e-08,1.3976003e-08
918,1.2735e-11,-4.1125e-12,-2.05525e-11,-5.415e-12,7.3535e-11,2.8655e-11,-1.7105e-11,-2.534e-11,8.00325e-11,3.839175e-10,8.02175e-10,1.41243e-09,2.3914124e-09,3.5115926e-09,5.220705e-09,6.734475e-09,8.381782e-09,9.740073e-09,1.1024808e-08,1.2081635e-08,1.3986628e-08
