Row.names,cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,hierachical_cluster
hsa-miR-1226-3p,green,0.027614170177912494,-0.07288271604962092,0.27997854036381675,-1.7558289949137602,-1.6373041913640918,-1.7825881079404837,-0.659654822721484,-0.6178643930773953,-0.5305485878995673,0.3863032967418237,0.25596292296520096,0.34438217216109845,0.4651153120616675,0.6961693742564385,0.8004318865542324,1.260784473047723,1.2659857809174353,1.273943884719045,1
hsa-miR-1249-3p,green,0.8303664777498821,0.3551243332375898,-0.3419194774205372,-1.0530631934396804,-0.7928130991717423,-1.591193346565123,-0.7319346065179877,-1.4713670288090894,-1.0804574750970914,0.4077038609896926,0.19825790794640386,0.39712010536194625,0.24268686234780193,0.41822812262371806,0.16549255179697556,1.4274131424589234,1.3756531583083893,1.244701704199917,1
hsa-miR-1252-5p,green,0.8689177801277993,0.29545972486024324,1.0583505170860243,-0.8572615242624758,0.0612782901405795,0.021320813694819158,-0.7597695701833387,-0.9809668658088918,-1.2346499135321523,-0.9656486417511488,0.19562832958118534,-0.5468437672622154,0.34059863814183067,0.2631730719454279,0.029097699594955822,1.1027318064373803,0.5983857060974372,0.5101979050925393,1
hsa-miR-125a-5p,green,-0.4198755133278016,-0.6220694459658244,-0.5574941724445975,-0.8492114641970612,-0.719193477113564,-0.7735403721929234,-1.0797886954229832,-1.2773353056448313,-1.180739163264603,0.0874169171943363,0.0738937162919156,0.03259100342827662,0.8611648268803327,0.7893046194992261,0.8208776396713345,1.6841312971261237,1.4161418504212866,1.7137257390613694,1
hsa-miR-1277-3p,green,-0.6910903044939648,0.3761170835094519,-0.3709714959574531,-0.10096336410033625,-0.8060910136450389,-0.4960295376724133,0.4279972685795539,0.48003777428967437,-0.30043631688427225,0.6918488218712042,0.0592874185015411,-0.6687041473904443,0.5350830958306562,-0.38256187987163454,0.3245602663905844,0.8129732599800416,-0.8352411045803358,0.9441841756431865,1
hsa-miR-128-2-5p,green,-1.0183523292476226,-1.0183523292476226,-1.0183523292476226,-1.0183523292476226,-1.0183523292476226,-1.0183523292476226,-0.5820809880172827,-0.035189194138716386,-0.6943227029321831,0.6620748061198595,0.48691410211712466,0.21306306285496335,0.7616046102948689,0.8270474147084954,0.025939241134053992,1.248514318450157,1.3422617262446206,1.8542875786497763,1
hsa-miR-128-3p,green,-0.986075429384924,-1.2127303504081446,-0.8365282041791958,-0.6725687230591048,-0.6732122923113826,-0.3416658591822744,-0.9213940372176349,-0.7306386262489107,-0.572889142562173,0.12764499473978216,0.09423607355195501,0.0015597145897545777,0.5720029658823136,0.37858964726815764,0.61543056461504,2.046166387807813,1.323548396956405,1.7885239191425397,1
hsa-miR-1297,green,0.590641345867013,-0.46924707281089023,-0.46924707281089023,-0.46924707281089023,-0.46924707281089023,-0.46924707281089023,0.2752311627080687,0.39881449900386895,-0.46924707281089023,0.20110834463619276,0.4693237740693692,0.48307297482099393,-0.46924707281089023,-0.46924707281089023,-0.46924707281089023,-0.46924707281089023,1.2762482412018539,0.9980303858015439,1
hsa-miR-1301-3p,green,0.5338888981808974,0.5017201535494019,0.5701457891619104,-1.2033325679812776,-1.3127745096208912,-1.3016969645758512,-1.5749424315557434,-1.3607560169967432,-1.4950131481540485,0.38368350891633635,0.4578494916650799,0.4500378741652254,0.6805903535152121,0.6840786824383969,0.8521943847542182,1.0170464992271453,1.0491298103348803,1.0681501929758623,1
hsa-miR-132-3p,green,-1.5824751807655086,-1.6582474552958442,-1.6289198725185072,-0.9454155231573189,-0.8707154790678264,-0.8549980106511302,0.1525213252501251,-0.1477506380119913,-0.0636723393911447,0.5323014225158658,0.49618222233425907,0.4526674922893384,0.8162203870155046,0.772577913012448,0.7011252980176766,1.299564330024747,1.2263394177668776,1.3026946906324326,1
hsa-miR-132-5p,green,-1.4180015449969812,-1.7903417167304614,-1.6449982689107303,-0.914516288318611,-0.6937555331277808,-0.6914296176860769,0.26501081995761494,-0.11913574991288338,-0.007054145657783913,0.4225745493350226,0.2808309667558831,0.24665771683027046,0.6933558502421673,0.659709349510971,0.574190582605619,1.507962683682332,1.2254494203293522,1.4034909260920836,1
hsa-miR-1343-3p,green,0.10693678860337412,-0.11222649721326206,0.6588384595496953,-0.5469368813434337,-0.729811789177214,-0.9362103115242159,-0.6564592401754328,-0.7899128931301266,-0.608667496113632,-0.2985471845395327,0.11762044757802892,0.3530828859382,0.10677595491789449,-0.4347948012205785,-0.004506189765105753,1.320729877737502,1.0789553833740477,1.375133486503796,1
hsa-miR-138-1-3p,green,-0.8018579490850372,-0.08515849042093604,-0.3913321562872445,-0.603468696439823,-0.720147322205604,-0.9881879136879453,-1.199149857373764,-1.1335963973130168,-1.1949123147441758,0.1866376617248314,0.16050963025034942,0.4736838084262944,0.6314587067274997,0.7191543392240533,0.44740734717405345,1.5287237171608004,1.465967095845664,1.5042687910240007,1
hsa-miR-138-2-3p,green,-1.2023791903348464,-0.6866661647814367,-1.5335478582098052,-1.0658594766513696,-1.0761155575851011,-1.0602732222957012,-0.4306951013906824,-0.5306174790525952,-0.6491656711893123,0.5672562264213293,0.4322972910904855,0.6284270125348459,1.0841224358582446,1.0459235744650692,0.7365931816045185,1.191480915128703,1.2714064859984318,1.2778125983892235,1
hsa-miR-138-5p,green,-0.6942654898416408,-0.9324166530353216,-0.8284048664603215,-0.6503885401630392,-0.752199611107005,-0.7825668390770738,-0.9678209518906177,-1.0333335096733338,-1.0526120055782011,-0.0003537272979317237,0.053898165762329524,-0.04893717770505899,1.0212750760960796,1.0251442196790146,0.8422917780251001,1.6575890413634815,1.5842395381611596,1.558861552742379,1
hsa-miR-146a-5p,green,0.43910829851192706,0.40527833730969637,0.08414066059907321,0.3040621075157986,0.4716347797086449,0.16309971614117577,-1.0183839922147626,-1.2665531435736777,-1.267893438195096,-1.2181487364429004,-1.3248050931202295,-1.0768215492635402,0.5621621516448073,0.6412488408533061,0.5224782480301651,1.2613893690961726,1.1515136255220988,1.1664898178773477,1
hsa-miR-2110,green,0.0988637754601569,0.15579621110972666,0.1651079417274965,-0.6798959894312354,-0.5619840229182647,-0.7080918599414643,-1.6298812419447553,-1.163495320088128,-0.9236834256051436,-0.5148169333428952,-0.5151101417575862,-0.5970890469753901,0.5872348537726791,0.42151355846503086,0.85264959694308,1.6400578967460684,1.599458533923201,1.7733656138574458,1
hsa-miR-212-3p,green,-1.4122691476472626,-1.3911418709348116,-1.8616177697145473,-0.288985703580918,-0.9654066073849369,-0.9637946537213224,0.11653479721298654,0.1286061116785512,-0.12255062687420072,0.5461332711980078,0.23413791634597633,0.4960789439179845,0.501772541451957,0.5692769326210323,0.47325970661164324,1.0388752953230982,1.3508081937657745,1.5502826697309897,1
hsa-miR-212-5p,green,-1.423390512381551,-1.2028835574011558,-1.2386311149891487,-0.594680401828582,-0.8277208472650619,-0.736791762185676,-0.7039768875556923,-0.48347835784294135,-0.5057343202162168,0.288646171649465,0.2846540357722033,0.2775289060854475,0.5564804265593314,0.5926070529643974,0.7093155358464989,1.6483493917756207,1.6790059741500543,1.680700266863008,1
hsa-miR-215-5p,green,-0.7962208738592386,-1.2393992164206378,-1.1034198872683039,-0.20326898694791537,-0.16867133485186478,-0.3071161963200712,0.675328938534467,0.9199654269533067,0.6607471161690025,-0.45360060631215854,-0.33808897442190194,0.22037705070002514,-0.6011286571589366,-0.36426197006532673,-0.7032244543697747,0.9842673215595741,1.432789067867116,1.3849262362126382,1
hsa-miR-23b-3p,green,-1.7061633541549206,-1.7914578202016862,-1.6671068989496602,-0.7347323199207548,-0.8198453427988132,-0.7298078741574153,0.27773297852207,0.05438692908358748,0.09669128809738003,0.2958616061897244,0.26822040786374135,0.3434716060519836,0.7994062328041752,0.7994553013398028,0.6834945861329071,1.283797706480639,1.269519460872785,1.2770755067444421,1
hsa-miR-23b-5p,green,-0.9457452796806795,-1.014551607633743,-0.7942233950155071,-0.2987840017625847,-0.19013198386935196,-0.2849769707377991,-1.0708307180384367,-0.22529619810868676,-0.398562630426764,-0.3125341646415805,-0.25151221675865615,-0.19453087224497242,0.05019761579551812,-0.07178820678783558,0.3550618854561734,1.6903489605396274,1.9852635556945637,1.9725962282207135,1
hsa-miR-24-1-5p,green,-1.9523865326097851,-1.116915810825091,-1.0501629137454274,-1.202863118621092,-0.985214188057491,-0.6804089532247493,0.28411087075179364,-0.1833088867918241,0.1455957936340824,0.44831725136968265,0.27232275613392504,0.17140911528461886,0.7117131194449963,0.6299141328814124,0.6221575579346856,1.3963183647349284,1.1794451647163149,1.30995627698902,1
hsa-miR-2681-5p,green,-1.654486469313104,-0.6808688346076691,-1.1769046357456783,-0.501126841790339,-0.0002922991359171993,-0.43281180818968124,0.08900629473797768,-0.3447764278485363,-0.08983468183605131,-0.7498865092721538,-0.006307947537140424,-0.6344740891161241,0.9007776705583174,0.5468066816030626,0.632283629291588,1.17368272193777,1.513890151513323,1.4153233947503574,1
hsa-miR-27b-3p,green,-1.685480409837129,-1.6187926092377058,-1.6138984586865037,-0.7017611923593347,-0.5741708945406027,-0.7141434697929855,-0.09365878244283742,-0.08357393884665532,-0.15604457472640385,0.12462661381624446,0.24780775324776524,0.2109185589200818,0.7799170858994424,0.8082659009185672,0.6664031006388025,1.4872968417878891,1.509207425777696,1.4070810494636719,1
hsa-miR-27b-5p,green,-1.093063335129498,-1.1356461500425983,-1.2046620919563076,-0.4042911234354866,-0.15659435147967168,-0.47004983746048734,-0.44792412134418785,-0.21353861498878057,-0.46550205250403026,-0.5831397920128426,-0.5203052984676965,-0.32335798923359277,0.4752114286320734,0.5924164284241292,0.576834217949114,1.5855501869355877,2.108080640475905,1.6799818556383956,1
hsa-miR-29a-3p,green,0.4034024165847323,0.09968135212203544,-0.12987015348720946,-0.6968245192028829,-0.5029785327882418,-0.46362808766806474,-1.1228618897695346,-1.5967300002848548,-1.6335931201351375,-0.07433612828385724,-0.25991640477692474,-0.3664327842866808,1.0465574099407609,1.009704038387821,0.8898782856094374,1.3518080433367032,0.8978386760379831,1.1483013986639279,1
hsa-miR-29a-5p,green,-0.8208958422524217,-0.8208958422524217,-0.8208958422524217,0.5963512462606111,-0.8208958422524217,-0.13114312194870445,-0.3840889741766043,-0.8208958422524217,-0.8208958422524217,-0.0675364031427319,-0.32121594877470594,0.18451620265561317,0.6038484292612399,0.5661754232678647,-0.18643753704760893,1.3288494780193034,1.2257309327725228,1.510325326367731,1
hsa-miR-30b-3p,green,-1.1201180337748677,-1.8363880734259777,-1.3562896661511827,-0.3223935251146306,-0.005635158679644796,0.1962858875289939,-0.4248432081282358,-0.08688795654009678,-0.6426761167691656,-0.2718042601189881,-0.2188948054085675,-0.096880541714353,0.23773809074318883,0.5532210406562327,0.6164138121460278,1.4197752785521829,1.6832122434627397,1.6761649927363502,1
hsa-miR-3126-5p,green,0.8914529227235999,0.6382148975383455,0.559939114255196,-0.8271656008109392,-1.068027248323751,-0.5376273428333546,-0.457827432158821,0.25883460893117594,-0.9021004313981896,-0.3208812102467989,0.015617633744679615,-1.3062444029177191,0.6333724440651238,0.16437566002642764,-0.42408897280320823,0.7774184190741443,0.5891019958932441,1.315634945240847,1
hsa-miR-3200-3p,green,0.28786447095961437,0.5616960224569215,0.2480225525493449,-1.8181173403494313,-1.4717600146246899,-1.6698177755055046,-0.4834570945699023,-0.646600625257577,-0.9676469139995469,0.07132497859020716,0.13620308144941698,0.04368201791148132,0.8078054179552855,0.7101107376126921,0.48332522623900004,1.219351473206365,1.2835825694150644,1.2044312159612618,1
hsa-miR-328-5p,green,-1.013559892635741,-0.13589329190719499,-1.013559892635741,-0.4460372326215105,0.2537920527857154,-0.2654133114386892,0.04197431843107794,-0.34192362420834305,-0.284459396217232,-0.26555449609365595,0.541417002234433,-0.019662378555917386,-0.5095455581097287,0.8326727472735701,1.0677778627165073,0.6352207141247771,0.9145372680121219,0.008217108845552268,1
hsa-miR-330-5p,green,0.10528805122061546,-0.2435828261785862,0.08369847459540293,-1.4028218672750636,-1.3312983202569808,-1.1538366847951804,-0.4383669357824786,-0.7817852213703519,-0.7557202316691346,0.141510397453165,-0.1091501652617058,-0.3299064119007555,0.7407569219743557,0.5490388713424809,0.43471760170384366,1.7222225582030983,1.1644594947138764,1.6047762932833942,1
hsa-miR-338-3p,green,-1.22925083322073,-1.3214862519054338,-0.9501766891283617,-1.062615493638088,-1.3737174617807686,-0.8148906380370003,-0.13778356589433957,-0.21034931704713877,-0.6602788345544409,0.5697685705095117,0.28218445851972346,0.2590108543533155,0.9227012643900142,0.9455697354291211,0.6247948379675629,1.4863908988973853,1.35264263999993,1.3174858251397363,1
hsa-miR-338-5p,green,-0.829907418777068,-0.7362565511073494,-0.9113557798902493,-0.9934267185560216,-1.0199104120796105,-1.0501811928493605,-0.8757393648600836,-1.0408183154815072,-0.9318879442556245,0.536037704049083,0.5369527794277184,0.46384208121125425,0.6999041978456727,0.698467705531589,0.7826279306399786,1.5571482670074195,1.532658858968596,1.5818441731755648,1
hsa-miR-346,green,-0.5707136498125992,-0.7435882799162877,-0.5113736313448003,-1.5724388822146436,-1.26213963940798,-1.3198473297549445,-0.3718341607280324,-0.6216381701978779,-0.661018104195967,0.2595208630416166,0.34486504670896306,0.25897940164919797,0.8087548048477425,0.8020193821162573,0.561064559692312,1.6364430757266077,1.3429008732493422,1.6200438405410942,1
hsa-miR-3663-3p,green,-0.05743937391243777,-0.7746663053074979,0.04495010401816039,-0.7746663053074979,-0.7746663053074979,-0.021595975090359525,-0.13391875448415802,-0.2517816266798784,-0.7746663053074979,-0.21841376869774518,0.5778970753533091,0.8001942886756147,0.4885367633218034,-0.7746663053074979,-0.0419756166852836,0.9567716914901533,0.41253477738374916,1.3175719418445622,1
hsa-miR-3663-5p,green,0.19122685767956593,1.1877008075072721,0.4815069930147214,0.46465256008480305,-0.8079851288906541,-0.22343738934504423,-0.6174737369196611,-0.9148704513324367,-1.567501773548063,-0.3318820260107622,-1.2185934508957292,-0.6313768927160374,0.047501981719148566,0.24561465359485146,0.8756998193288882,1.0201023925751038,0.8977133265714979,0.901401457582535,1
hsa-miR-3936,green,0.3966725773476607,-1.0461832408491685,-1.0461832408491685,0.08743439501954935,-0.38439230821367715,-0.5392002555958019,0.08247503124838478,0.5602336590064808,-1.0461832408491685,-0.3507797075234919,-1.0461832408491685,-0.18990885947585867,0.7788853699465538,0.12250095062897152,0.25943746555390385,0.2910245444460417,1.378058188917418,1.6922919120905398,1
hsa-miR-3943,green,0.3998338699207533,0.3686417878380189,-0.16155390741979073,-1.3271435339267712,-1.2899590004427646,-1.5464431071464786,-0.7873153924144592,-0.9523003921145842,-0.7364221105424567,-0.2526000892081536,0.2632145948378729,0.3460557165423677,0.8996825154059299,0.6995313754936919,0.4671547302192968,1.283875161975218,1.2219498527080115,1.1037979282743002,1
hsa-miR-412-5p,green,-1.0286100571347971,-0.8823813266172014,-1.514460976821126,0.6886678585212817,0.8131656812510338,0.5984129272922095,-0.42953427141997175,-0.38606866741006773,-0.26905786637855067,-1.2071712750526653,-0.3934804374393348,-0.4385663211098492,0.6252444114392154,0.5996539765380794,-0.15890448399423962,1.314978033517395,1.1035937766260415,0.9645190181925455,1
hsa-miR-4433b-5p,green,-0.6907305007568655,0.03636841515996784,0.1640042471539989,-0.6907305007568655,-0.6907305007568655,-0.07894983576032162,-0.1665376529905839,-0.6907305007568655,-0.6907305007568655,0.5519174817299375,0.8310711144052979,0.7789510336736009,0.09367793419280113,-0.6907305007568655,-0.12793606507679015,1.1083998474818195,-0.07685347262879423,1.0302699572002598,1
hsa-miR-4446-3p,green,-0.8604642298793949,-1.2413893412333616,-0.7847079709399686,-0.10174403053483223,-0.4801409189749372,-0.4010948947053338,-0.7109610438315735,-0.9446060956987589,-0.6592565414358673,-0.6308135663136961,-0.49294152940355246,-0.15271040331714592,0.7110659586659592,0.5302138350596813,0.887355266752662,1.593984191440302,1.92668145254723,1.8115298618025877,1
hsa-miR-4501,green,-0.36331571283185377,-0.4447989190028683,-0.22444104306635407,0.1235476007524753,-0.9600166577380999,-0.5613161949343035,-0.5662619930986276,-0.3296447478157142,-0.5583558670464801,0.13016718578182712,-0.5491585396557875,-0.5855797846011822,-0.5515000362920246,0.7816638270918504,-0.03732161742899898,1.4493932735754813,1.416354818905518,1.8305844074051425,1
hsa-miR-455-3p,green,-0.3064815881743701,-0.36156296799309695,-0.7133233058758717,-0.27950271960626355,-0.09001617811340266,-0.29554374400348926,0.2537109554395581,-0.3803399865334061,-0.4400739673049112,-0.8522707521832956,-1.0028609086074025,-1.0471748249260548,0.09564300087165563,0.5758685795830497,0.3742096685924405,1.4494510018579463,1.5522869059061402,1.4679808310707632,1
hsa-miR-455-5p,green,-0.12752052739951766,-0.37481109323004363,-0.3486279164131745,0.10532576812732503,0.15492126895664207,0.23270022962297832,-0.10427841100839363,-0.4299346815976701,-0.15527657535823738,-1.0291192478636046,-1.342107618106182,-1.4799169886335424,-0.0957024744117904,0.27474081873823947,0.014106830899260014,1.625170068379423,1.4253285705764993,1.655001978721775,1
hsa-miR-4705,green,-1.1066195850121179,-1.6057897038544038,-1.6057897038544038,0.5516546628771026,0.14486218104766105,0.21078526490806726,0.47505938694666333,-0.5298882299367978,-0.5504864355679686,-0.6049333041895278,-0.5545615418889037,-0.07584941185587966,0.3896258595865108,0.7406345451067972,0.377062842515373,1.2722809251721723,1.1878851806381345,1.2840670673615204,1
hsa-miR-4723-5p,green,0.20205403862452895,0.005706178652029159,-0.9407963812852757,-0.566381456106265,-0.2781588532507861,0.31502941629393527,-0.3259775702276153,0.30500217859739126,0.7591571857353289,0.3286916010045459,0.1271536545442488,0.3140129400487557,-0.6050612248708885,-1.1027630322138848,-0.24696295576599145,0.5277215807638713,0.3877019704208757,0.7938707290351954,1
hsa-miR-4742-3p,green,0.5790136460663878,-0.04150389241270928,-0.2789606535386305,-1.1833619382864922,-1.582938880071641,-0.9609369232048067,-0.38997413629902145,-0.1620136054895118,-0.11623312752627186,-0.291561274175108,-1.1998816688050014,-0.37502070819218764,0.6248364094507233,0.6169535241097744,0.9464912031864356,1.42839992130111,1.166588156587438,1.220103947299506,1
hsa-miR-4742-5p,green,0.9987418808903761,-0.09618075456913866,-0.7516903178821478,-1.4676043580301978,0.23706946035439178,-0.8348760903838054,-0.7607720715917199,-1.3485126883407217,-0.15915559031245488,0.06474585556737751,0.05293155083780465,0.6074712470037037,-0.04902233777342465,0.43839392993071097,0.1547677367931176,1.2639911581387802,0.7998921316962221,0.8498092576711233,1
hsa-miR-487a-5p,green,-1.1777276196862656,-0.4494484775169408,-1.1777276196862656,1.221415794707047,0.965710886528781,0.9265248146753254,0.21295692857163248,-0.6469098234781417,-0.7870022506904758,-0.04934477857944767,0.006315620357675504,-0.4159001804193338,-0.7016662475799523,-0.17659446690588096,-0.5787878157899456,0.9543649329246371,0.36106156925297944,1.5127587333145716,1
hsa-miR-487b-5p,green,-0.6194700400460853,-0.6194700400460853,0.2977634886355179,0.5444342498597704,-0.01325330703911661,-0.04223337367254576,-0.6194700400460853,-0.07872099372101839,-0.6194700400460853,-0.6194700400460853,-0.6194700400460853,-0.6194700400460853,-0.020010624718260577,0.12834609742203454,-0.16846796597711503,1.2331394641605333,1.182434354243927,1.2728588911288707,1
hsa-miR-488-3p,green,-0.5836241638320653,-0.7891138160773904,-0.9051919765607478,-1.1797950064780558,-0.9532283108167171,-0.9030371079749974,-0.2696268203432754,-0.7140285952367891,-1.2549072955208063,0.17819502611852855,0.26882437698296063,-0.006923708206677537,0.9676378449322565,0.9604198745341108,0.5979799264991844,1.7487198533864141,1.3156696247806439,1.52203027381342,1
hsa-miR-488-5p,green,-0.7473031231772613,-0.484201543708338,-0.7169374285924147,-0.6964991317043231,-0.7072980574180824,-0.7129765723704677,-1.3316790163520607,-1.0582965817759382,-0.9881716233032254,-0.20903886953318715,0.05038651670646426,0.3213453408391192,0.8631998552255382,0.9254450585343547,0.8573166613074643,1.513409220115818,1.6977208174878058,1.4235784777187372,1
hsa-miR-490-3p,green,-0.4720555487005289,-0.48183323677149376,-0.5763786939157965,-0.8372080506552032,-0.765070472128094,-0.8529771045521839,-0.8337554691529708,-1.0240547156001931,-0.7897435982265835,-0.581754733667677,-0.5511295605645992,-0.3920607364537805,1.075732498617818,1.0163356852306646,0.9638555681754042,1.724185893686726,1.6579693535066504,1.7199429211718413,1
hsa-miR-490-5p,green,-0.7403516601303309,-0.5166500970765527,-0.47238034156584136,-0.6427183728386153,-0.7721734216117834,-0.7908759876983568,-0.9301047933995686,-0.8157140817802109,-0.8856665185774735,-0.5848940896351545,-0.6095604804679845,-0.376886602537287,1.1134767917757469,1.0189291102141778,0.9869312694892121,1.700795948891762,1.6516622486223504,1.6661810783259057,1
hsa-miR-504-3p,green,-0.4334140518706598,0.8291482025988791,0.6997025147376125,-0.7490004740031507,-1.356982341199056,-1.5918321217321167,-0.5120182137211513,-0.6073052699225642,-1.0108393294876707,0.2015572627626121,0.1610510530290662,0.24619354516366299,0.018946333190323017,0.5834441664601279,0.5700637967555727,1.0966818514433192,0.8476566942991964,1.0069463814959938,1
hsa-miR-504-5p,green,0.5057803389884952,0.5237231165318357,0.6697717369976833,-1.072572372573356,-1.14443172101961,-1.0607727828611764,-1.4312808953458938,-1.394128639848476,-1.2744845452814262,-0.01046642340807726,-0.06912452191063388,0.11734596741129184,0.4451532416903266,0.4084984377540934,0.49177412341609467,1.4635570314345905,1.482077451320359,1.349580456703859,1
hsa-miR-506-3p,green,-1.0958020201477388,-0.9304780607808452,-0.9489264252175253,-0.5784096948490102,-0.8154786365425496,-0.8107500983679478,-0.3706185072948627,-0.47946187749499475,-0.536060419683457,-0.4149943909691129,-0.34096328525113,-0.25996647363795516,0.5852466477085124,0.7299647456669128,0.7299429017396143,1.9282280072214542,1.8191739082722078,1.7893536796284313,1
hsa-miR-506-5p,green,-0.6976074758855887,-0.4933596509346965,-1.0680116890616962,-1.0680116890616962,0.1612366906466518,-0.6671222036303855,-0.47667494387892456,-0.3448319068641237,0.007737256125805318,-0.39954151593974246,-1.0680116890616962,-0.7712599974926603,0.36640440790029416,0.5775077020915854,0.6976939945814428,1.7040704454014952,1.8949630550674985,1.644819209996438,1
