,Ipp_bas[A],Ipp_beg[A],Ipp_end[A],Ipeak[A],Isus[A],Imax[A],Max_end[A]
0,0.00761904761904762,0.02473214285714286,0.003273809523809524,-0.022321428571428572,0.07797619047619048,0.9523809523809524,1.2321428571428572
1,0.05119047619047619,0.03035714285714286,0.01660714285714286,-0.03452380952380952,0.10982142857142857,0.8482142857142857,0.8303571428571428
2,0.0021339285714285713,-0.02636904761904762,0.019345238095238096,-0.1761904761904762,0.41964285714285715,1.3392857142857144,1.2827380952380951
3,-0.021488095238095237,0.0675595238095238,-0.01693452380952381,-0.7797619047619048,0.9791666666666666,2.0892857142857144,1.1220238095238095
4,-0.054464285714285715,-0.04196428571428572,-0.055952380952380955,-3.0952380952380953,1.7172619047619049,3.1547619047619047,1.7410714285714288
5,0.002318452380952381,-0.03005952380952381,0.0041964285714285714,-372.0238095238095,5.3273809523809526,6.636904761904762,2.3392857142857144
6,0.029285714285714286,-0.028839285714285717,0.015267857142857144,-366.07142857142856,8.214285714285714,9.553571428571429,3.303571428571429
7,0.02050595238095238,0.010952380952380953,0.009077380952380953,-413.6904761904762,10.714285714285715,11.875000000000002,5.05952380952381
8,0.07589285714285714,-0.07113095238095239,0.09107142857142857,-431.5476190476191,13.601190476190478,14.940476190476192,5.238095238095239
9,0.03154761904761905,-0.10773809523809524,0.023392857142857142,-428.57142857142856,17.380952380952383,18.839285714285715,5.476190476190476
10,-0.050595238095238096,0.00431547619047619,-0.03333333333333334,-416.6666666666667,25.267857142857142,26.904761904761905,5.7440476190476195
11,-0.04136904761904762,-0.058928571428571434,-0.026517857142857145,-398.8095238095238,35.11904761904762,37.202380952380956,5.922619047619048
12,0.05238095238095238,0.02744047619047619,0.0494047619047619,-375.0,50.0,51.785714285714285,6.815476190476191
13,-0.0045535714285714285,-0.05416666666666667,0.0077083333333333335,-351.1904761904762,67.55952380952381,71.42857142857143,6.339285714285714
14,-0.05238095238095238,-0.11547619047619047,-0.02125,-327.38095238095235,94.3452380952381,97.61904761904762,7.767857142857142
15,0.02782738095238095,-0.044642857142857144,0.013065476190476192,-300.5952380952381,124.10714285714288,129.16666666666669,8.273809523809526
16,0.011101190476190476,-0.09404761904761905,0.013809523809523811,-271.7261904761905,161.90476190476193,167.5595238095238,8.75
17,0.050595238095238096,-0.1318452380952381,0.0318452380952381,-243.45238095238093,199.70238095238096,204.16666666666666,8.75
18,0.06190476190476191,-0.125,0.05386904761904762,-212.5,230.6547619047619,239.28571428571428,10.029761904761905
19,0.059821428571428574,-0.2375,0.07886904761904762,-183.63095238095238,266.36904761904765,272.32142857142856,9.642857142857144
20,-0.017708333333333333,-0.2267857142857143,0.005982142857142858,-157.44047619047618,294.6428571428571,306.54761904761904,10.208333333333334
21,0.034143222506393865,-0.030434782608695653,0.046419437340153455,-0.2340153452685422,0.03273657289002557,0.959079283887468,0.7020460358056266
22,-0.006892583120204604,0.031074168797953963,0.021483375959079284,-0.14705882352941177,-0.021867007672634272,1.051150895140665,1.0115089514066498
23,-0.03721227621483376,0.014961636828644502,-0.011828644501278773,-0.10485933503836317,0.0887468030690537,0.8887468030690538,0.7506393861892583
24,-0.026470588235294117,0.0932225063938619,-0.02710997442455243,-0.7199488491048593,0.3925831202046036,1.026854219948849,0.7890025575447571
25,0.05127877237851663,-0.06317135549872123,0.027493606138107415,-3.925831202046036,0.1956521739130435,0.9398976982097187,1.3554987212276215
26,0.004398976982097186,0.03363171355498721,-0.011879795396419437,-179.02813299232736,1.210997442455243,9.258312020460359,1.7519181585677748
27,0.026214833759590793,0.0887468030690537,0.009028132992327366,-164.9616368286445,1.80306905370844,10.895140664961636,1.547314578005115
28,-0.011010230179028132,-0.08184143222506395,0.008069053708439898,-162.40409207161125,2.5959079283887467,14.578005115089514,1.8925831202046037
29,0.02774936061381074,-0.13682864450127877,0.02429667519181586,-166.24040920716112,4.884910485933505,18.925831202046037,2.9411764705882355
30,0.018670076726342712,-0.13171355498721227,0.0026854219948849105,-156.01023017902813,9.859335038363172,24.55242966751918,3.5294117647058822
31,0.008772378516624041,0.03938618925831202,-0.0030818414322250636,-152.17391304347828,17.263427109974426,30.051150895140665,5.153452685421995
32,0.0025063938618925833,-0.10434782608695653,0.0170076726342711,-144.50127877237853,26.59846547314578,38.87468030690537,7.672634271099744
33,-0.040792838874680305,-0.06253196930946292,-0.019948849104859334,-139.38618925831202,37.72378516624041,47.9539641943734,9.83375959079284
34,-0.029283887468030692,-0.0010997442455242966,-0.037851662404092073,-126.34271099744245,47.9539641943734,57.28900255754476,13.043478260869565
35,0.04846547314578005,-0.10166240409207163,0.02710997442455243,-121.22762148337596,61.253196930946295,68.67007672634271,16.36828644501279
36,0.009705882352941177,0.024808184143222504,0.005498721227621483,-116.49616368286445,74.68030690537084,80.17902813299233,19.18158567774936
37,0.06227621483375959,-0.01790281329923274,0.0350383631713555,-108.56777493606138,87.97953964194375,92.58312020460357,21.867007672634273
38,-0.037340153452685425,0.05421994884910486,-0.012186700767263428,-104.7314578005115,104.34782608695652,106.13810741687979,24.680306905370845
39,-0.030434782608695653,0.02838874680306905,-0.02020460358056266,-94.75703324808184,112.02046035805627,114.70588235294119,27.365728900255757
40,0.04207161125319693,-0.0952685421994885,0.0319693094629156,-91.81585677749361,131.71355498721226,134.27109974424553,31.202046035805626
41,-0.004040920716112532,0.03017902813299233,-0.0012659846547314578,-83.63171355498721,138.1074168797954,140.66496163682865,33.12020460358056
42,0.04447513812154696,0.2591160220994475,0.04779005524861878,-0.43370165745856354,0.06325966850828729,0.8784530386740331,0.792817679558011
43,0.032596685082872924,-0.05441988950276243,0.07071823204419889,0.002845303867403315,-0.03453038674033149,0.9696132596685082,0.798342541436464
44,-0.009143646408839778,0.04779005524861878,-0.007375690607734807,-0.03370165745856354,0.7237569060773481,1.585635359116022,1.2900552486187844
